AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10
"[u'Malloch, Joseph', u'Wanderley, Marcelo M.']",Joseph,male,"New York City, NY, United States",2007,2,The T-Stick : From Musical Interface to Musical Instrument,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,
"[u'Mann, Steve']",Steve,male,"New York City, NY, United States",2007,1,Natural Interfaces for Musical Expression : Physiphones and a Physics-Based Organology,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Milmoe, Andrew']",Andrew,male,"New York City, NY, United States",2007,1,NIME Performance \& Installation : Sonic Pong V3.0,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Moody, Niall', u'Fells, Nick', u'Bailey, Nicholas']",Niall,male,"New York City, NY, United States",2007,3,Ashitaka : An Audiovisual Instrument,NIME,Nick,male,Nicholas,male,,,,,,,,,,,,,,,,
"[u'Moriwaki, Katherine', u'Brucken-Cohen, Jonah']",Katherine,female,"New York City, NY, United States",2007,2,MIDI Scrapyard Challenge Workshops,NIME,Jonah,male,,,,,,,,,,,,,,,,,,
"[u'Morris, Simon']",Simon,male,"New York City, NY, United States",2007,1,"Musique Concrete : Transforming Space , Sound and the City Through Skateboarding",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Nagashima, Yoichi']",Yoichi,male,"New York City, NY, United States",2007,1,"GHI project and ""Cyber Kendang""",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Nakamoto, Misako', u'Kuhara, Yasuo']",Misako,female,"New York City, NY, United States",2007,2,"Circle Canon Chorus System Used To Enjoy A Musical Ensemble Singing ""Frog Round""",NIME,Yasuo,male,,,,,,,,,,,,,,,,,,
"[u'Nilson, Click']",Click,None,"New York City, NY, United States",2007,1,Live Coding Practice,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Ojanen, Mikko', u'Suominen, Jari', u'Kallio, Titti', u'Lassfolk, Kai']",Mikko,male,"New York City, NY, United States",2007,4,Design Principles and User Interfaces of Erkki Kurenniemi's Electronic Musical Instruments of the 1960's and 1970's,NIME,Jari,male,Titti,female,Kai,male,,,,,,,,,,,,,,
"[u'Oliver, Julian', u'Pickles, Steven']",Julian,male,"New York City, NY, United States",2007,2,Fijuu2 : A Game-Based Audio-Visual Performance and Composition Engine,NIME,Steven,male,,,,,,,,,,,,,,,,,,
"[u""P\\'{e}rez, Miguel A."", u'Knapp, Benjamin', u'Alcorn, Michael']",Miguel,male,"New York City, NY, United States",2007,3,D\'{\i}amair : Composing for Choir and Integral Music Controller,NIME,Benjamin,male,Michael,male,,,,,,,,,,,,,,,,
"[u'Paine, Garth', u'Stevenson, Ian', u'Pearce, Angela']",Garth,male,"New York City, NY, United States",2007,3,The Thummer Mapping Project (ThuMP),NIME,Ian,male,Angela,female,,,,,,,,,,,,,,,,
"[u'Pereira, Rui']",Rui,male,"New York City, NY, United States",2007,1,Loop-R : Real-Time Video Interface,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Poepel, Cornelius', u'Marx, G\\""{u}nter']",Cornelius,male,"New York City, NY, United States",2007,2,>hot\_strings SIG,NIME,Günter,male,,,,,,,,,,,,,,,,,,
"[u'Porres, Alexandre T.', u'Manzolli, Jonatas']",Alexandre,male,"New York City, NY, United States",2007,2,Adaptive Tuning Using Theremin as Gestural Controller,NIME,Jonatas,male,,,,,,,,,,,,,,,,,,
"[u'Quessy, Alexandre']",Alexandre,male,"New York City, NY, United States",2007,1,Human Sequencer,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Rigler, Jane', u'Seldess, Zachary']",Jane,female,"New York City, NY, United States",2007,2,The Music Cre8tor : an Interactive System for Musical Exploration and Education,NIME,Zachary,male,,,,,,,,,,,,,,,,,,
"[u'Robertson, Andrew', u'Plumbley, Mark D.']",Andrew,male,"New York City, NY, United States",2007,2,B-Keeper : A Beat-Tracker for Live Performance,NIME,Mark,male,,,,,,,,,,,,,,,,,,
"[u'Rohs, Michael', u'Essl, Georg']",Michael,male,"New York City, NY, United States",2007,2,CaMus 2 -- Optical Flow and Collaboration in Camera Phone Music Performance,NIME,Georg,male,,,,,,,,,,,,,,,,,,
"[u'Sa, Adriana']",Adriana,female,"New York City, NY, United States",2007,1,Thresholds,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Sarkar, Mihir', u'Vercoe, Barry']",Mihir,male,"New York City, NY, United States",2007,2,Recognition and Prediction in a Network Music Performance System for {India}n Percussion,NIME,Barry,male,,,,,,,,,,,,,,,,,,
"[u'Schacher, Jan C.']",Jan,male,"New York City, NY, United States",2007,1,Gesture Control of Sounds in {3D} Space,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Seo, Jinsil', u'Corness, Greg']",Jinsil,female,"New York City, NY, United States",2007,2,nite\_aura : An Audio-Visual Interactive Immersive Installation,NIME,Greg,male,,,,,,,,,,,,,,,,,,
"[u'Sinclair, Stephen', u'Wanderley, Marcelo M.']",Stephen,male,"New York City, NY, United States",2007,2,Defining a Control Standard for Easily Integrating Haptic Virtual Environments with Existing Audio / Visual Systems,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,
"[u'Sirguy, Marc', u'Gallin, Emmanuelle']",Marc,male,"New York City, NY, United States",2007,2,Eobody2 : A Follow-up to Eobody{\textquoteright}s Technology,NIME,Emmanuelle,female,,,,,,,,,,,,,,,,,,
"[u'Stark, Adam M.', u'Plumbley, Mark D.', u'Davies, Matthew E.']",Adam,male,"New York City, NY, United States",2007,3,Real-Time Beat-Synchronous Audio Effects,NIME,Mark,male,Matthew,male,,,,,,,,,,,,,,,,
"[u'Steiner, Hans-Christoph']",Hans-Christoph,male,"New York City, NY, United States",2007,1,A Unified Toolkit for Accessing Human Interface Devices in Pure Data and Max / MSP,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Takahashi, Masato', u'Tanaka, Hiroya']",Masato,male,"New York City, NY, United States",2007,2,bog : Instrumental Aliens,NIME,Hiroya,male,,,,,,,,,,,,,,,,,,
"[u'Takegawa, Yoshinari', u'Terada, Tsutomu']",Yoshinari,None,"New York City, NY, United States",2007,2,Mobile Clavier : New Music Keyboard for Flexible Key Transpose,NIME,Tsutomu,male,,,,,,,,,,,,,,,,,,
"[u'Till, Bernie C.', u'Benning, Manjinder S.', u'Livingston, Nigel']",Bernie,male,"New York City, NY, United States",2007,3,Wireless Inertial Sensor Package (WISP),NIME,Manjinder,female,Nigel,male,,,,,,,,,,,,,,,,
"[u'Tindale, Adam R.']",Adam,male,"New York City, NY, United States",2007,1,A Hybrid Method for Extended Percussive Gesture,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Topper, David']",David,male,"New York City, NY, United States",2007,1,Extended Applications of the Wireless Sensor Array (WISEAR),NIME,,,,,,,,,,,,,,,,,,,,
"[u'Torre, Giuseppe', u'Fernstr\\""{o}m, Mikael', u""O'Flynn, Brendan"", u'Angove, Philip']",Giuseppe,male,"New York City, NY, United States",2007,4,Celeritas : Wearable Wireless System,NIME,Mikael,male,Brendan,male,Philip,male,,,,,,,,,,,,,,
"[u'Toyoda, Shinichiro']",Shinichiro,male,"New York City, NY, United States",2007,1,Sensillum : An Improvisational Approach to Composition,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Uozumi, Yuta', u'Takahashi, Masato', u'Kobayashi, Ryoho']",Yuta,male,"New York City, NY, United States",2007,3,Bd : A Sound Installation with Swarming Robots,NIME,Masato,male,Ryoho,None,,,,,,,,,,,,,,,,
"[u'Van Nort, Doug', u'Wanderley, Marcelo M.']",Doug,male,"New York City, NY, United States",2007,2,Control Strategies for Navigation of Complex Sonic Spaces Transformation of Resonant Models,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,
"[u'Vanegas, Roy']",Roy,male,"New York City, NY, United States",2007,1,"The MIDI Pick : Trigger Serial Data , Samples, and MIDI from a Guitar Pick",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Vigoda, Benjamin', u'Merrill, David']",Benjamin,male,"New York City, NY, United States",2007,2,JamiOki-PureJoy : A Game Engine and Instrument for Electronically-Mediated Musical Improvisation,NIME,David,male,,,,,,,,,,,,,,,,,,
"[u'Villar, Nicolas', u'Gellersen, Hans', u'Jervis, Matt', u'Lang, Alexander']",Nicolas,male,"New York City, NY, United States",2007,4,The ColorDex DJ System : A New Interface for Live Music Mixing,NIME,Hans,male,Matt,male,Alexander,male,,,,,,,,,,,,,,
"[u'Weinberg, Gil', u'Driscoll, Scott']",Gil,male,"New York City, NY, United States",2007,2,The Design of a Robotic Marimba Player -- Introducing Pitch into Robotic Musicianship,NIME,Scott,male,,,,,,,,,,,,,,,,,,
"[u'Wessel, David', u'Avizienis, Rimas', u'Freed, Adrian', u'Wright, Matthew']",David,male,"New York City, NY, United States",2007,4,A Force Sensitive Multi-Touch Array Supporting Multiple {2-D} Musical Control Structures,NIME,Rimas,male,Adrian,male,Matthew,male,,,,,,,,,,,,,,
"[u'Wulfson, Harris', u'Barrett, Douglas', u'Winter, Michael']",Harris,male,"New York City, NY, United States",2007,3,Automatic Notation Generators,NIME,Douglas,male,Michael,male,,,,,,,,,,,,,,,,
"[u'Young, Diana', u'Deshmane, Anagha']",Diana,female,"New York City, NY, United States",2007,2,Bowstroke Database : A Web-Accessible Archive of Violin Bowing Data,NIME,Anagha,female,,,,,,,,,,,,,,,,,,
"[u'Zbyszynski, Michael', u'Wright, Matthew', u'Momeni, Ali', u'Cullen, Daniel']",Michael,male,"New York City, NY, United States",2007,4,Ten Years of Tablet Musical Interfaces at CNMAT,NIME,Matthew,male,Ali,male,Daniel,male,,,,,,,,,,,,,,
"[u'Ananya, Misra', u'Essl, Georg', u'Rohs, Michael']",Misra,male,"Genoa, Italy",2008,3,Microphone as Sensor in Mobile Phone Performance,NIME,Georg,male,Michael,male,,,,,,,,,,,,,,,,
"[u""Barbosa, A\\'lvaro""]",Álvaro,None,"Genoa, Italy",2008,1,Ten-Hand Piano : A Networked Music Installation,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Bau, Olivier', u'Tanaka, Atau', u'Mackay, Wendy E.']",Olivier,male,"Genoa, Italy",2008,3,The A20 : Musical Metaphors for Interface Design,NIME,Atau,None,Wendy,female,,,,,,,,,,,,,,,,
"[u'Bencina, Ross', u'Wilde, Danielle', u'Langley, Somaya']",Ross,male,"Genoa, Italy",2008,3,Gesture $\approx$ Sound Experiments : Process and Mappings,NIME,Danielle,female,Somaya,female,,,,,,,,,,,,,,,,
"[u'Berdahl, Edgar', u'Smith, Julius O.']",Edgar,male,"Genoa, Italy",2008,2,A Tangible Virtual Vibrating String : A Physically Motivated Virtual Musical Instrument Interface,NIME,Julius,male,,,,,,,,,,,,,,,,,,
"[u'Berdahl, Edgar', u'Steiner, Hans-Christoph', u'Oldham, Collin']",Edgar,male,"Genoa, Italy",2008,3,Practical Hardware and Algorithms for Creating Haptic Musical Instruments,NIME,Hans-Christoph,male,Collin,male,,,,,,,,,,,,,,,,
"[u'Bou\\""{e}nard, Alexandre', u'Gibet, Sylvie', u'Wanderley, Marcelo M.']",Alexandre,male,"Genoa, Italy",2008,3,Enhancing the Visualization of Percussion Gestures by Virtual Character Animation,NIME,Sylvie,female,Marcelo,male,,,,,,,,,,,,,,,,
"[u'Bouillot, Nicolas', u'Wozniewski, Mike', u'Settel, Zack', u'Cooperstock, Jeremy R.']",Nicolas,male,"Genoa, Italy",2008,4,A Mobile Wireless Augmented Guitar,NIME,Mike,male,Zack,male,Jeremy,male,,,,,,,,,,,,,,
"[u'Bozzolan, Matteo', u'Cospito, Giovanni']",Matteo,male,"Genoa, Italy",2008,2,SMuSIM : a Prototype of Multichannel Spatialization System with Multimodal Interaction Interface,NIME,Giovanni,male,,,,,,,,,,,,,,,,,,
"[u'Butler, Jennifer']",Jennifer,female,"Genoa, Italy",2008,1,Creating Pedagogical Etudes for Interactive Instruments,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Camurri, Antonio', u'Canepa, Corrado', u'Coletta, Paolo', u'Mazzarino, Barbara', u'Volpe, Gualtiero']",Antonio,male,"Genoa, Italy",2008,5,Mappe per Affetti Erranti : a Multimodal System for Social Active Listening and Expressive Performance,NIME,Corrado,male,Paolo,male,Barbara,female,Gualtiero,male,,,,,,,,,,,,
"[u'Canazza, Sergio', u'Dattolo, Antonina']",Sergio,male,"Genoa, Italy",2008,2,New Data Structure for Old Musical Open Works,NIME,Antonina,female,,,,,,,,,,,,,,,,,,
"[u'Chordia, Parag', u'Rae, Alex']",Parag,male,"Genoa, Italy",2008,2,Real-Time Raag Recognition for Interactive Music,NIME,Alex,male,,,,,,,,,,,,,,,,,,
"[u'Ciglar, Miha']",Miha,male,"Genoa, Italy",2008,1,"""3rd. Pole"" -- A Composition Performed via Gestural Cues",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Coghlan, Niall', u'Knapp, Benjamin']",Niall,male,"Genoa, Italy",2008,2,Sensory Chairs : A System for Biosignal Research and Performance,NIME,Benjamin,male,,,,,,,,,,,,,,,,,,
"[u'Corness, Greg']",Greg,male,"Genoa, Italy",2008,1,Performer Model : Towards a Framework for Interactive Performance Based on Perceived Intention,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Crevoisier, Alain', u'Kellum, Greg']",Alain,male,"Genoa, Italy",2008,2,Transforming Ordinary Surfaces into Multi-touch Controllers,NIME,Greg,male,,,,,,,,,,,,,,,,,,
"[u'Delle Monache, Stefano', u'Polotti, Pietro', u'Papetti, Stefano', u'Rocchesso, Davide']",Stefano,male,"Genoa, Italy",2008,4,Sonically Augmented Found Objects,NIME,Pietro,male,Stefano,male,Davide,male,,,,,,,,,,,,,,
"[u'Demey, Michiel', u'Leman, Marc', u'Bossuyt, Frederick', u'Vanfleteren, Jan']",Michiel,male,"Genoa, Italy",2008,4,The Musical Synchrotron : Using Wireless Motion Sensors to Study How Social Interaction Affects Synchronization with Musical Tempo,NIME,Marc,male,Frederick,male,Jan,male,,,,,,,,,,,,,,
"[u'Dimitrov, Smilen', u'Alonso, Marcos', u'Serafin, Stefania']",Smilen,None,"Genoa, Italy",2008,3,"Developing Block-Movement, Physical-Model Based Objects for the Reactable",NIME,Marcos,male,Stefania,female,,,,,,,,,,,,,,,,
"[u'Dubrau, Josh', u'Havryliv, Mark']",Josh,male,"Genoa, Italy",2008,2,P[a]ra[pra]xis : Poetry in Motion,NIME,Mark,male,,,,,,,,,,,,,,,,,,
"[u'Eigenfeldt, Arne', u'Kapur, Ajay']",Arne,male,"Genoa, Italy",2008,2,An Agent-based System for Robotic Musical Performance,NIME,Ajay,male,,,,,,,,,,,,,,,,,,
"[u'Endo, Ayaka', u'Kuhara, Yasuo']",Ayaka,female,"Genoa, Italy",2008,2,Rhythmic Instruments Ensemble Simulator Generating Animation Movies Using {Bluetooth} Game Controller,NIME,Yasuo,male,,,,,,,,,,,,,,,,,,
"[u'Favilla, Stuart', u'Cannon, Joanne', u'Hicks, Tony', u'Chant, Dale', u'Favilla, Paris']",Stuart,male,"Genoa, Italy",2008,5,Gluisax : Bent Leather Band{\textquoteright}s Augmented Saxophone Project,NIME,Joanne,female,Tony,male,Dale,male,Paris,female,,,,,,,,,,,,
"[u'Flanigan, Lesley', u'Doro, Andrew']",Lesley,female,"Genoa, Italy",2008,2,Plink Jet,NIME,Andrew,male,,,,,,,,,,,,,,,,,,
"[u'Follmer, Sean', u'Warren, Chris', u'Marquez-Borbon, Adnan']",Sean,male,"Genoa, Italy",2008,3,The Pond : Interactive Multimedia Installation,NIME,Chris,male,Adnan,male,,,,,,,,,,,,,,,,
"[u'Fraietta, Angelo']",Angelo,male,"Genoa, Italy",2008,1,Open Sound Control : Constraints and Limitations,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Freed, Adrian']",Adrian,male,"Genoa, Italy",2008,1,Application of new Fiber and Malleable Materials for Agile Development of Augmented Instruments and Controllers,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Gatzsche, Gabriel', u'Mehnert, Markus', u'St\\""{o}cklmeier, Christian']",Gabriel,male,"Genoa, Italy",2008,3,Interaction with Tonal Pitch Spaces,NIME,Markus,male,Christian,male,,,,,,,,,,,,,,,,
"[u'Geiger, Christian', u'Reckter, Holger', u'Paschke, David', u'Schulz, Florian', u'Poepel, Cornelius']",Christian,male,"Genoa, Italy",2008,5,Towards Participatory Design and Evaluation of Theremin-based Musical Interfaces,NIME,Holger,male,David,male,Florian,male,Cornelius,male,,,,,,,,,,,,
"[u'Godbehere, Andrew B.', u'Ward, Nathan J.']",Andrew,male,"Genoa, Italy",2008,2,Wearable Interfaces for Cyberphysical Musical Expression,NIME,Nathan,male,,,,,,,,,,,,,,,,,,
"[u'Goina, Maurizio', u'Polotti, Pietro']",Maurizio,male,"Genoa, Italy",2008,2,Elementary Gestalts for Gesture Sonification,NIME,Pietro,male,,,,,,,,,,,,,,,,,,
"[u'Grosshauser, Tobias']",Tobias,male,"Genoa, Italy",2008,1,"Low Force Pressure Measurement : Pressure Sensor Matrices for Gesture Analysis , Stiffness Recognition and Augmented Instruments",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Hadjakos, Aristotelis', u'Aitenbichler, Erwin', u'M\\""{u}hlh\\""{a}user, Max']",Aristotelis,male,"Genoa, Italy",2008,3,The Elbow Piano : Sonification of Piano Playing Movements,NIME,Erwin,male,Max,male,,,,,,,,,,,,,,,,
"[u'Hansen, Kjetil F.', u'Alonso, Marcos']",Kjetil,male,"Genoa, Italy",2008,2,More DJ Techniques on the reactable,NIME,Marcos,male,,,,,,,,,,,,,,,,,,
"[u'Hartman, Ethan', u'Cooper, Jeff', u'Spratt, Kyle']",Ethan,male,"Genoa, Italy",2008,3,Swing Set : Musical Controllers with Inherent Physical Dynamics,NIME,Jeff,male,Kyle,male,,,,,,,,,,,,,,,,
"[u'Hashida, Mitsuyo', u'Ito, Yosuke', u'Katayose, Haruhiro']",Mitsuyo,male,"Genoa, Italy",2008,3,A Directable Performance Rendering System : Itopul,NIME,Yosuke,male,Haruhiro,male,,,,,,,,,,,,,,,,
"[u'Hayafuchi, Kouki', u'Suzuki, Kenji']",Kouki,female,"Genoa, Italy",2008,2,MusicGlove : A Wearable Musical Controller for Massive Media Library,NIME,Kenji,male,,,,,,,,,,,,,,,,,,
"[u'Hazlewood, William R.', u'Knopke, Ian']",William,male,"Genoa, Italy",2008,2,Designing Ambient Musical Information Systems,NIME,Ian,male,,,,,,,,,,,,,,,,,,
"[u""Henriques, Tom\\'{a}s""]",Tomás,male,"Genoa, Italy",2008,1,META-{EV}I Innovative Performance Paths with a Wind Controller,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Jacobs, Robert', u'Feldmeier, Mark', u'Paradiso, Joseph A.']",Robert,male,"Genoa, Italy",2008,3,A Mobile Music Environment Using a PD Compiler and Wireless Sensors,NIME,Mark,male,Joseph,male,,,,,,,,,,,,,,,,
"[u'Jo, Kazuhiro', u'Nagano, Norihisa']",Kazuhiro,male,"Genoa, Italy",2008,2,"Monalisa : ""See the Sound , Hear the Image""",NIME,Norihisa,male,,,,,,,,,,,,,,,,,,
"[u'de Jong, Staas']",Staas,None,"Genoa, Italy",2008,1,The Cyclotactor : Towards a Tactile Platform for Musical Interaction,NIME,,,,,,,,,,,,,,,,,,,,
"[u'K\\""{a}llblad, Anna', u'Friberg, Anders', u'Svensson, Karl', u'Edelholm, Elisabet S.']",Anna,female,"Genoa, Italy",2008,4,Hoppsa Universum -- An Interactive Dance Installation for Children,NIME,Anders,male,Karl,male,Elisabet,female,,,,,,,,,,,,,,
"[u'Kamiyama, Yusuke', u'Tanaka, Mai', u'Tanaka, Hiroya']",Yusuke,male,"Genoa, Italy",2008,3,Oto-Shigure : An Umbrella-Shaped Sound Generator for Musical Expression,NIME,Mai,female,Hiroya,male,,,,,,,,,,,,,,,,
"[u'Kiefer, Chris', u'Collins, Nick', u'Fitzpatrick, Geraldine']",Chris,male,"Genoa, Italy",2008,3,HCI Methodology For Evaluating Musical Controllers : A Case Study,NIME,Nick,male,Geraldine,female,,,,,,,,,,,,,,,,
"[u'Kim-Boyle, David']",David,male,"Genoa, Italy",2008,1,"Network Musics - Play , Engagement and the Democratization of Performance",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Kimura, Mari']",Mari,female,"Genoa, Italy",2008,1,Making of VITESSIMO for Augmented Violin : Compositional Process and Performance,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Kuyken, Bart', u'Verstichel, Wouter', u'Bossuyt, Frederick', u'Vanfleteren, Jan', u'Demey, Michiel', u'Leman, Marc']",Bart,male,"Genoa, Italy",2008,6,The HOP Sensor : Wireless Motion Sensor,NIME,Wouter,male,Frederick,male,Jan,male,Michiel,male,Marc,male,,,,,,,,,,
"[u'L\\""{a}hdeoja, Otso']",Otso,male,"Genoa, Italy",2008,1,An Approach to Instrument Augmentation : the Electric Guitar,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Lanzalone, Silvia']",Silvia,female,"Genoa, Italy",2008,1,The 'Suspended Clarinet' with the 'Uncaused Sound' : Description of a Renewed Musical Instrument,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Laurson, Mikael', u'Kuuskankare, Mika']",Mikael,male,"Genoa, Italy",2008,2,Towards Idiomatic and Flexible Score-based Gestural Control with a Scripting Language,NIME,Mika,male,,,,,,,,,,,,,,,,,,
"[u'Loviscach, J\\""{o}rn']",Jörn,male,"Genoa, Italy",2008,1,Programming a Music Synthesizer through Data Mining,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Macrae, Robert', u'Dixon, Simon']",Robert,male,"Genoa, Italy",2008,2,From Toy to Tutor : Note-Scroller is a Game to Teach Music,NIME,Simon,male,,,,,,,,,,,,,,,,,,
"[u'Maniatakos, Vassilios-Fivos A.', u'Jacquemin, Christian']",Vassilios-Fivos,None,"Genoa, Italy",2008,2,Towards an Affective Gesture Interface for Expressive Music Performance,NIME,Christian,male,,,,,,,,,,,,,,,,,,
"[u'McMillen, Keith A.']",Keith,male,"Genoa, Italy",2008,1,Stage-Worthy Sensor Bows for Stringed Instruments,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Menzies, Dylan']",Dylan,male,"Genoa, Italy",2008,1,Virtual Intimacy : Phya as an Instrument,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Modler, Paul', u'Myatt, Tony']",Paul,male,"Genoa, Italy",2008,2,Video Based Recognition of Hand Gestures by Neural Networks for the Control of Sound and Music,NIME,Tony,male,,,,,,,,,,,,,,,,,,
"[u'Nash, Chris', u'Blackwell, Alan']",Chris,male,"Genoa, Italy",2008,2,Realtime Representation and Gestural Control of Musical Polytempi,NIME,Alan,male,,,,,,,,,,,,,,,,,,
"[u'Ng, Kia', u'Nesi, Paolo']",Kia,female,"Genoa, Italy",2008,2,i-Maestro : Technology-Enhanced Learning and Teaching for Music,NIME,Paolo,male,,,,,,,,,,,,,,,,,,
"[u'Pakarinen, Jyri', u'V\\""{a}lim\\""{a}ki, Vesa', u'Puputti, Tapio']",Jyri,male,"Genoa, Italy",2008,3,Slide Guitar Synthesizer with Gestural Control,NIME,Vesa,male,Tapio,male,,,,,,,,,,,,,,,,
"[u""Palacio-Quintin, Cl\\'{e}o""]",Cléo,None,"Genoa, Italy",2008,1,Eight Years of Practice on the Hyper-Flute : Technological and Musical Perspectives,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Pelletier, Jean-Marc']",Jean-Marc,male,"Genoa, Italy",2008,1,Sonified Motion Flow Fields as a Means of Musical Expression,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Place, Timothy', u'Lossius, Trond', u'Jensenius, Alexander R.', u'Peters, Nils']",Timothy,male,"Genoa, Italy",2008,4,Addressing Classes by Differentiating Values and Properties in OSC,NIME,Trond,male,Alexander,male,Nils,male,,,,,,,,,,,,,,
"[u'Price, Robin', u'Rebelo, Pedro']",Robin,female,"Genoa, Italy",2008,2,Database and Mapping Design for Audiovisual Prepared Radio Set Installation,NIME,Pedro,male,,,,,,,,,,,,,,,,,,
"[u'R\\""{a}is\\""{a}nen, Juhani']",Juhani,male,"Genoa, Italy",2008,1,Sormina -- a New Virtual and Tangible Instrument,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Robertson, Andrew', u'Plumbley, Mark D.', u'Bryan-Kinns, Nick']",Andrew,male,"Genoa, Italy",2008,3,A Turing Test for B-Keeper : Evaluating an Interactive,NIME,Mark,male,Nick,male,,,,,,,,,,,,,,,,
"[u'Roma, Gerard', u""Xamb\\'{o}, Anna""]",Gerard,male,"Genoa, Italy",2008,2,A Tabletop Waveform Editor for Live Performance,NIME,Anna,female,,,,,,,,,,,,,,,,,,
"[u'Schacher, Jan C.']",Jan,male,"Genoa, Italy",2008,1,"Davos Soundscape, a Location Based Interactive Composition",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Schedel, Margaret', u'Rootberg, Alison', u'de Martelly, Elizabeth']",Margaret,female,"Genoa, Italy",2008,3,"Scoring an Interactive, Multimedia Performance Work",NIME,Alison,female,Elizabeth,female,,,,,,,,,,,,,,,,
"[u'Schmeder, Andrew', u'Freed, Adrian']",Andrew,male,"Genoa, Italy",2008,2,uOSC : The Open Sound Control Reference Platform for Embedded Devices,NIME,Adrian,male,,,,,,,,,,,,,,,,,,
"[u'Sjuve, Eva']",Eva,female,"Genoa, Italy",2008,1,Prototype GO : Wireless Controller for Pure Data,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Stowell, Dan', u'Plumbley, Mark D.', u'Bryan-Kinns, Nick']",Dan,male,"Genoa, Italy",2008,3,Discourse Analysis Evaluation Method for Expressive Musical Interfaces,NIME,Mark,male,Nick,male,,,,,,,,,,,,,,,,
"[u'Suzuki, Kenji', u'Kyoya, Miho', u'Kamatani, Takahiro', u'Uchiyama, Toshiaki']",Kenji,male,"Genoa, Italy",2008,4,beacon : Embodied Sound Media Environment for Socio-Musical Interaction,NIME,Miho,female,Takahiro,male,Toshiaki,male,,,,,,,,,,,,,,
"[u'Takegawa, Yoshinari', u'Tsukamoto, Masahiko']",Yoshinari,None,"Genoa, Italy",2008,2,UnitKeyboard : An Easily Configurable Compact Clavier,NIME,Masahiko,male,,,,,,,,,,,,,,,,,,
"[u'Teles, Paulo C.', u'Boyle, Aidan']",Paulo,male,"Genoa, Italy",2008,2,"Developing an ""Antigenous"" Art Installation Based on a Touchless Endosystem Interface",NIME,Aidan,male,,,,,,,,,,,,,,,,,,
"[u'Thiebaut, Jean-Baptiste', u'Abdallah, Samer', u'Robertson, Andrew', u'Bryan-Kinns, Nick', u'Plumbley, Mark D.']",Jean-Baptiste,male,"Genoa, Italy",2008,5,Real Time Gesture Learning and Recognition : Towards Automatic Categorization,NIME,Samer,male,Andrew,male,Nick,male,Mark,male,,,,,,,,,,,,
"[u'Torre, Giuseppe', u'Torres, Javier', u'Fernstr\\""{o}m, Mikael']",Giuseppe,male,"Genoa, Italy",2008,3,The Development of Motion Tracking Algorithms for Low Cost Inertial Measurement Units,NIME,Javier,male,Mikael,male,,,,,,,,,,,,,,,,
"[u'Valle, Andrea']",Andrea,female,"Genoa, Italy",2008,1,"GeoGraphy : a Real-Time, Graph-Based Composition Environment",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Valle, Andrea']",Andrea,female,"Genoa, Italy",2008,1,Integrated Algorithmic Composition Fluid systems for including notation in music composition cycle,NIME,,,,,,,,,,,,,,,,,,,,
