Jan,male,0.6,WHERE'S THE BEAT? TOOLS FOR DYNAMIC TEMPO CALCULATIONS,"['Schacher, Jan C.', ' Neukom, Martin']"
Ge,male,0.61,COMBINING ANALYSIS AND SYNTHESIS IN THE CHUCK PROGRAMMING LANGUAGE,"['Wang, Ge', ' Fiebrink, Rebecca', ' Cook, Perry R.']"
Jamie,male,0.53,LIBINTEGRA: A SYSTEM FOR SOFTWARE-INDEPENDENT MULTIMEDIA MODULE DESCRIPTION AND STORAGE,"['Bullock, Jamie', ' Frisk, Henrik']"
Sam,male,0.76,MUSICAL APPLICATIONS OF REAL-TIME CORPUS-BASED CONCATENATIVE SYNTHESIS,"['Schwarz, Diemo', ' Britton, Sam', ' Cahen, Roland', ' Goepfer, Thomas']"
Mika,male,0.51,MACSET: A FREE VISUAL CROSS-PLATFORM PITCH-CLASS SET THEORETICAL APPLICATION,"['Kuuskankare, Mika', ' Castr\xc3\xa9n, Marcus', ' Laurson, Mikael']"
Lee,male,0.75,INTERACTIVE MUSIC SUMMARIZATION BASED ON INTERVAL DISTANCE PROFILE,"['Min-Joon, Yoo', ' In-Kwon, Lee']"
Leigh,female,0.71,THE ELECTROACOUSTIC RESOURCE SITE (EARS) APPROACHES ITS NEXT PHASE: GOING GLOBAL AND ADDRESSING THE YOUNG,"['Landy, Leigh']"
Nicola,female,0.71,AUDIO MATCHING FOR THE PHILOLOGICAL ANALYSIS OF ELECTROACOUSTIC MUSIC,"['Orio, Nicola', ' Zattra, Laura']"
Nicola,female,0.71,RECOVERING GIACINTO SCELSI'S TAPES,"['Bernardini, Nicola']"
Tran,male,0.58,DIGITAL PRESERVATION OF INTERACTIVE MULTIMEDIA PERFORMANCES,"['Ng, Kia', ' Pham, Tran Vu', ' Ong, Bee', ' Barth\xc3\xa9lemy, J\xc3\xa9r\xc3\xb4me', ' Bonardi, Alain', ' Giaretta, David']"
Bee,female,0.75,DIGITAL PRESERVATION OF INTERACTIVE MULTIMEDIA PERFORMANCES,"['Ng, Kia', ' Pham, Tran Vu', ' Ong, Bee', ' Barth\xc3\xa9lemy, J\xc3\xa9r\xc3\xb4me', ' Bonardi, Alain', ' Giaretta, David']"
Jean,female,0.53,SCRIME STUDIO REPORT,"['Desainte-Catherine, Myriam', ' Marchand, Sylvain', ' Hanna, Pierre', ' Lagrange, Mathieu', ' Robine, Matthias', ' Raspaud, Martin', ' Strandh, Robert', ' Allombert, Antoine', ' Meurisse, Guillaume', ' Mouba, Joan', ' Di Santo, Jean Louis', ' Kurtag, Gyorgy']"
Carr,male,0.75,CCRMA STUDIO REPORT,"['Lopez-Lezcano, Fernando', ' Wilkerson, Carr']"
Ji,male,0.53,THE STRINGBALL: A BALL INTERFACE WITH STRINGS FOR COLLABORATIVE PERFORMANCE,"['Yoo, Woon Seung', ' Yoon, Ji Won', ' Cho, Hee Young']"
Hee,female,0.62,THE STRINGBALL: A BALL INTERFACE WITH STRINGS FOR COLLABORATIVE PERFORMANCE,"['Yoo, Woon Seung', ' Yoon, Ji Won', ' Cho, Hee Young']"
Swe,male,0.67,ON TIMBRE BASED PERCEPTUAL FEATURE FOR SINGER IDENTIFICATION,"['Khine, Swe Zin Kalayar', ' Nwe, Tin Lay', ' Li, Haizhou']"
Tin,male,0.61,ON TIMBRE BASED PERCEPTUAL FEATURE FOR SINGER IDENTIFICATION,"['Khine, Swe Zin Kalayar', ' Nwe, Tin Lay', ' Li, Haizhou']"
Jamie,male,0.53,LIBXTRACT: A LIGHTWEIGHT LIBRARY FOR AUDIO FEATURE EXTRACTION,"['Bullock, Jamie']"
Bee,female,0.75,THE 3D AUGMENTED MIRROR: MOTION ANALYSIS FOR STRING PRACTICE TRAINING,"['Ng, Kia', ' Larkin, Oliver', ' Koerselman, Thijs', ' Ong, Bee', ' Schwarz, Diemo', ' Bevilacqua, Frederic']"
Jan,male,0.6,AN ANALYSIS OF STARTUP AND DYNAMIC LATENCY IN PHASE VOCODER-BASED TIME-STRETCHING ALGORITHMS,"['Lee, Eric', ' Karrer, Thorsten', ' Borchers, Jan']"
Mika,male,0.51,SCORE-BASED CONTROL OF GUQIN SYNTHESIS,"['Laurson, Mikael', ' Kuuskankare, Mika', ' Penttinen, Henri', ' Li, Henbing']"
Shu,female,0.77,INTRODUCTION OF DIPS3 (VERSION 2) FOR MAX/MSP,"['Rai, Takayuki', ' Miyama, Chikashi', ' Matsuda, Shu', ' Hamano, Takayuki', ' Fukuda, Takuto', ' Morimoto, Yota']"
Yota,female,0.5,INTRODUCTION OF DIPS3 (VERSION 2) FOR MAX/MSP,"['Rai, Takayuki', ' Miyama, Chikashi', ' Matsuda, Shu', ' Hamano, Takayuki', ' Fukuda, Takuto', ' Morimoto, Yota']"
Ariel,male,0.66,"DECONCERT: BATHING IN THE LIGHT, SOUND, AND WATERS OF THE MUSICAL BRAINBATHS","['Mann, Steve', ' Fung, James', ' Garten, Ariel']"
Arshia,female,0.6,AUDIO ORACLE: A NEW ALGORITHM FOR FAST LEARNING OF AUDIO STRUCTURES,"['Dubnov, Shlomo', ' Assayag, G\xc3\xa9rard', ' Cont, Arshia']"
Nicola,female,0.71,SONG IDENTIFICATION THROUGH HMM-BASED MODELING OF THE MAIN MELODY,"['Orio, Nicola', ' Zen, Cristiano']"
Anandi,female,0.75,MUSICAL SOUNDSCAPES FOR AN ACCESSIBLE AQUARIUM: BRINGING DYNAMIC EXHIBITS TO THE VISUALLY IMPAIRED,"['Walker, Bruce N.', ' Kim, Jonathan', ' Pendse, Anandi']"
Jean,female,0.53,DESIGNING AND CONTROLLING A SOURCE-FILTER MODEL FOR NATURALISTIC AND EXPRESSIVE SINGING VOICE SYNTHESIS,"['B\xc3\xa9langer, Olivier', ' Traube, Caroline', ' Pich\xc3\xa9, Jean']"
Tae,male,0.57,FEATURE MODULATION SYNTHESIS (FMS),"['Park, Tae Hong', ' Biguenet, Jonathan', ' Li, Zhiye', ' Richardson, Conner', ' Scharr, Travis']"
Sha,male,0.56,EXTRACTION OF GESTURAL MEANING FROM A FABRIC-BASED INSTRUMENT,"['Van Nort, Doug', ' Gauthier, David', ' Wei, Sha Xin', ' Wanderley, Marcelo M.']"
Alexis,male,0.52,CAUSAL/ANTICAUSAL DECOMPOSITION FOR MIXED-PHASE DESCRIPTION OF BRASS AND BOWED STRING SOUNDS,"[""d'Alessandro, Nicolas"", ' Moinet, Alexis', ' Dubuisson, Thomas', ' Dutoit, Thierry']"
Terry,male,0.78,GranCloud - A New SuperCollider Class for Real-time Granular Synthesis,"['Lee, Terry A.']"
Ge,male,0.61,miniAudicle and ChucK Shell: New Interfaces for ChucK Development and Performance,"['Salazar, Spencer', ' Wang, Ge', ' Cook, Perry']"
Bee,female,0.75,Cooperative Multimedia Environments for Technology-Enhanced Music Playing and Learning with 3D Posture and Gesture Supports,"['Ong, Bee', ' Khan, Ali', ' Ng, Kia', ' Bellini, Pierfrancesco', ' Mitolo, Nicola', ' Nesi, Paolo']"
Nicola,female,0.71,Cooperative Multimedia Environments for Technology-Enhanced Music Playing and Learning with 3D Posture and Gesture Supports,"['Ong, Bee', ' Khan, Ali', ' Ng, Kia', ' Bellini, Pierfrancesco', ' Mitolo, Nicola', ' Nesi, Paolo']"
Jean,female,0.53,An approach to visualization of complex event data for generating sonic structures,"['Bokesoy, Sinan', ' Thiebaut, Jean Baptiste']"
Jan,male,0.6,Semantic Time: Representing Time and Temporal Transformations for Digital Audio in Interactive ComputerMusic Systems,"['Lee, Eric', ' Borchers, Jan']"
Mika,male,0.51,Recent Trends in PWGL,"['Laurson, Mikael', ' Kuuskankare, Mika']"
Jan,male,0.6,Ambisonics Spatialization Tools for Max/MSP,"['Schacher, Jan C.', ' Kocher, Philippe']"
Sidney,male,0.76,A Parallel-Formant Speech Synthesizer in Max/MSP,"['Ma, Michael Kexin', ' Fels, Sidney', ' Pritchard, Robert']"
Ge,male,0.61,Musical Tapestry: Re-composing Natural Sounds,"['Misra, Ananya', ' Cook, Perry R.', ' Wang, Ge']"
Tae,male,0.57,tMt: tulane Music technology Studio Report,"['Richardson, Conner', ' Cook, James T. E.', ' Park, Tae Hong']"
Ge,male,0.61,"PLOrk: The Princeton Laptop Orchestra, Year 1","['Trueman, Daniel', ' Cook, Perry', ' Smallwood, Scott', ' Wang, Ge']"
Xiao,female,0.74,A Factored Language Model of Quantized Pitch and Duration,"['Li, Xiao', ' Ji, Gang', ' Bilmes, Jeff']"
Mika,male,0.51,A Brief Survey of the Current Applications of ENP,"['Kuuskankare, Mika', ' Laurson, Mikael']"
Charlie,male,0.79,Musical Pattern Design Using Contour Icons,"['Cullen, Charlie', ' Coyle, Eugene']"
Leigh,female,0.71,Evaluating and Extending Computational Models of Rhythmic Syncopation in Music,"['Smith, Leigh M.', ' Honing, Henkjan']"
Jan,male,0.6,PhaVoRIT: A Phase Vocoder for Real-Time Interactive Time-Stretching,"['Karrer, Thorsten', ' Lee, Eric', ' Borchers, Jan']"
Kei,male,0.62,TOWARDS AN AUTOMATED MUSIC TEACHING SYSTEM: AUTOMATIC RECOGNITION OF MUSICAL MELODIES USING THE WF-4R,"['Solis, Jorge', ' Chida, Keisuke', ' Suefuji, Kei', ' Arino, Chiaki', ' Takanishi, Atsuo']"
Chiaki,female,0.75,TOWARDS AN AUTOMATED MUSIC TEACHING SYSTEM: AUTOMATIC RECOGNITION OF MUSICAL MELODIES USING THE WF-4R,"['Solis, Jorge', ' Chida, Keisuke', ' Suefuji, Kei', ' Arino, Chiaki', ' Takanishi, Atsuo']"
Leigh,female,0.71,"THE MUSIC, TECHNOLOGY AND INNOVATION RESEARCH CENTRE (MTI) AT DE MONTFORT UNIVERSITY - STUDIO REPORT","['Landy, Leigh']"
