FirstName1stAuthor,Gender,Gender2,Gender3,Gender4,Gender5,Gender6,Country,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,FirstName3rdAuthor,FirstName4thAuthor,FirstName5thAuthor,FirstName6thAuthor
Teemu,1,1,1,1,0,0,Finland,2005,4,ExperimentswithVirtualRealityInstruments,NIME,Juha,Aki,Tapio,,
Thor,1,0,0,0,0,0,England,2005,1,ixisoftware:TheInterfaceasInstrument,NIME,,,,,
Teemu,1,0,0,0,0,0,Finland,2005,1,UserInterfaceComparisonforVirtualDrums,NIME,,,,,
Maia,4,1,1,0,0,0,America,2005,3,Mocean,NIME,Jared,Liubo,,,
Seiichiro,1,0,0,0,0,0,Japan,2005,2,HopStepJunk:SonicVisualizationusingFootsteps,NIME,Chuichi,,,,
Mauricio,1,4,0,0,0,0,America,2005,2,Swayway-MidiChimes,NIME,Doria,,,,
Eduardo,1,1,0,0,0,0,England,2005,2,TowardDirectBrain-ComputerMusicalInterfaces,NIME,Andrew,,,,
Sageev,0,0,0,0,0,0,Canada,2005,1,LearningAdvancedSkillsonNewInstruments,NIME,,,,,
Dan,1,0,0,0,0,0,America,2005,1,TheOvertoneViolin,NIME,,,,,
Lars,1,1,1,1,4,1,Denmark,2005,6,ConnectingStrangersataTrainStation,NIME,Niels,Jakob,Ole,Stefania,Michel
Jean-Marc,1,0,0,0,0,0,Japan,2005,1,AGraphicalInterfaceforReal-TimeSignalRouting,NIME,,,,,
Cornelius,1,0,0,0,0,0,Germany,2005,1,OnInterfaceExpressivity:APlayer-BasedStudy,NIME,,,,,
Xavier,1,1,1,1,1,1,France,2005,7,StudyofhapticandvisualinteractionforsoundandmusiccontrolinthePhaseproject,NIME,Jean-Philippe,Roland,Thomas,Fabrice,Florian
David,1,1,0,0,0,0,Spain,2005,2,VIFE\_alphav.01Real-timeVisualSoundInstallationperformedbyGlove-Gesture,NIME,Ivíçn,,,,
Paulo,1,1,1,0,0,0,Portugal,2005,3,CyberSong,NIME,Luis,Rolf,,,
Gary,1,1,0,0,0,0,Canada,2005,2,FrequencyContentofBreathPressureandImplicationsforUseinControl,NIME,Andrey,,,,
Greg,1,1,0,0,0,0,Australia,2005,2,PocketGamelan:aPureDatainterfaceformobilephones,NIME,Mark,,,,
Andrey,1,1,1,0,0,0,Canada,2005,3,OntheUseofFluteAirJetasAMusicalControlVariable,NIME,Marcelo,Gary,,,
Eric,1,1,1,0,0,0,America,2005,3,ALarge-ScaleNetworkedRoboticMusicalInstrumentInstallation,NIME,Jeff,Bil,,,
Elliot,1,1,0,0,0,0,Canada,2005,2,Gyrotyre:Adynamichand-heldcomputer-musiccontrollerbasedonaspinningwheel,NIME,Marcelo,,,,
Eric,1,0,0,0,0,0,America,2005,1,Contemplace,NIME,,,,,
Hans-christoph,1,0,0,0,0,0,America,2005,1,[hid]toolkit:aUnifiedFrameworkforInstrumentDesign,NIME,,,,,
Robyn,4,1,1,0,0,0,Canada,2005,3,UsingMusictoInteractwithaVirtualCharacter,NIME,Daniel,Pierre,,,
Adam,1,1,1,1,1,0,Canada,2005,5,AComparisonofSensorStrategiesforCapturingPercussiveGestures,NIME,Ajay,George,Peter,Andrew,
David,1,1,0,0,0,0,America,2005,2,WirelessDanceControl:PAIRandWISEAR,NIME,Peter,,,,
William,1,0,0,0,0,0,America,2005,1,HapticMusicExercises,NIME,,,,,
Nicolas,1,1,1,0,0,0,England,2005,3,Pin\&Play\&Perform:Arearrangeableinterfaceformusicalcompositionandperformance,NIME,Adam,Hans,,,
Derek,1,0,0,0,0,0,America,2005,1,BubbaboardandMommaspeaker:CreatingDigitalTonalSoundsfromanAcousticPercussiveInstrument,NIME,,,,,
Ge,1,1,0,0,0,0,"Vancouver,BC,Canada",2005,2,"Yeah,ChucKIt!=>Dynamic,ControllableInterfaceMapping",NIME,Perry,,,,
Gil,1,1,0,0,0,0,America,2005,2,iltur--ConnectingNovicesandExpertsThroughCollaborativeImprovisation,NIME,Scott,,,,
Johnny,1,1,1,1,0,0,Sweden,2005,4,REMUPP--AnInteractiveToolforInvestigatingMusicalPropertiesandRelations,NIME,Mats,Stefan,Jan,,
Tomoko,4,1,1,1,0,0,Japan,2005,4,HandySinger:ExpressiveSingingVoiceMorphingusingPersonifiedHand-puppetInterface,NIME,Takahiko,Kenji,Kiyoshi,,
Nicolas,1,1,1,1,0,0,Belgium,2006,4,Real-timeCALMSynthesizer:NewApproachesinHands-ControlledVoiceSynthesis,NIME,Christophe,Sylvain,Boris,,
Ryan,2,1,0,0,0,0,America,2006,2,"Sensemble:AWireless,Compact,Multi-UserSensorSystemforInteractiveDance",NIME,Joseph,,,,
Kirsty,4,4,2,0,0,0,Australia,2006,3,Hyper-shaku(Border-crossing):TowardstheMulti-modalGesture-controlledHyper-Instrument,NIME,Joanne,Sam,,,
Peter,1,0,0,0,0,0,England,2006,1,{PET}ECUBE:aMultimodalFeedbackInterface,NIME,,,,,
Frí©dí©ric,1,1,1,1,4,0,France,2006,5,"TheAugmentedViolinProject:Research,CompositionandPerformanceReport",NIME,Nicolas,Emmanuel,Serge,Florence,
David,1,3,0,1,0,0,America,2006,4,InteractivePublicSoundArt:acasestudy,NIME,Kelly,Assegid,David,,
Alain,1,4,1,0,0,0,France,2006,3,TowardsaVirtualAssistantforPerformersandStageDirectors,NIME,Isis,Herman,,,
Jan,1,1,1,0,0,0,Germany,2006,3,MICONAMusicStandforInteractiveConducting,NIME,Aristotelis,Max,,,
Paolo,1,1,4,1,0,0,Italy,2006,4,MappingwithPlanningAgentsintheMax/MSPEnvironment:theGO/MaxLanguage,NIME,Stefano,Anna,Mario,,
John,1,1,0,0,0,0,England,2006,2,CreatingAdHocInstrumentswithPin\&Play\&Perform,NIME,Nicolas,,,,
Morten,1,1,1,4,0,0,Denmark,2006,4,AnAcousmaticCompositionEnvironment,NIME,Ole,Rasmus,Line,,
Nick,1,1,0,0,0,0,England,2006,2,DecayinCollaborativeMusicMaking,NIME,Patrick,,,,
Anne-Marie,4,1,0,0,0,0,"Paris,France",2006,2,VisualMethodsfortheRetrievalofGuitaristFingering,NIME,Marcelo,,,,
Matthew,1,0,0,0,0,0,America,2006,1,PerturbationTechniquesforMulti-PerformerorMulti-AgentInteractiveMusicalInterfaces,NIME,,,,,
Alain,1,1,1,1,0,0,"Paris,France",2006,5,SoundRose:CreatingMusicandImageswithaTouchTable,NIME,Cí©dric,Arnaud,Seiichiro,Chuichi,
Philip,1,1,0,0,0,0,America,2006,2,SynthesisandControlonLargeScaleMulti-TouchSensingDisplays,NIME,Jefferson,,,,
Smilen,0,4,0,0,0,0,Denmark,2006,2,ASimplePracticalApproachtoaWirelessDataAcquisitionBoard,NIME,Stefania,,,,
Christopher,1,1,0,0,0,0,America,2006,2,TheEinNIME:MusicalExpressionwithNewComputerInterfaces,NIME,Daniel,,,,
Neal,1,0,0,0,0,0,England,2006,1,AdaptingtheTrombone:aSuiteofElectro-acousticInterventionsforthePiece,NIME,,,,,
Stuart,1,4,0,0,0,0,Australia,2006,2,ChildrenofGrainger:LeatherInstrumentsforFreeMusic,NIME,Joanne,,,,
Sam,2,0,0,0,0,0,Australia,2006,1,LearningMusicalInstrumentSkillsThroughInteractiveSonification,NIME,,,,,
Alexander,1,4,0,0,0,0,America,2006,2,AnArchitecturalFrameworkforInteractiveMusicSystems,NIME,Elaine,,,,
Adrian,1,1,1,0,0,0,America,2006,3,Beyond0-5{V}:ExpandingSensorIntegrationArchitectures,NIME,Rimas,Matthew,,,
Adrian,1,1,1,4,0,0,America,2006,4,AugmentingtheCello,NIME,David,Michael,Frances,,
Lalya,4,1,4,1,0,0,Sweden,2006,4,MobileMusicTechnology:ReportonanEmergingCommunity,NIME,Lars,Frauke,Atau,,
Gí_nter,1,0,0,0,0,0,Spain,2006,1,UsingtheTouchScreenasaControllerforPortableComputerMusicInstruments,NIME,,,,,
Suguru,1,0,0,0,0,0,France,2006,1,"TheCaseStudyofAnApplicationofTheSystem,{\textquotedblleft}BodySuit{\textquotedblright}and{\textquotedblleft}RoboticMusic{\textquotedblright}:ItsIntroductionandAesthetics",NIME,,,,,
Michael,1,0,0,0,0,0,Singapore,2006,1,JamSpace:DesigningACollaborativeNetworkedMusicSpaceforNovices,NIME,,,,,
Keith,1,0,0,0,0,0,Canada,2006,1,IntegratedInteractiveMusicPerformanceEnvironment,NIME,,,,,
Robert,1,0,0,0,0,0,America,2006,1,BioinformaticFeedback:PerformerBio-dataasaDriverforReal-timeComposition,NIME,,,,,
Kjetil,1,1,0,0,0,0,Sweden,2006,2,MappingStrategiesinDJScratching,NIME,Roberto,,,,
David,1,0,0,0,0,0,America,2006,1,ModalKombat:CompetitionandChoreographyinSynestheticMusicalPerformance,NIME,,,,,
Jukka,1,1,1,0,0,0,Finland,2006,3,UsingMIDItoModifyVideoGameContent,NIME,Juha,Kai,,,
William,1,0,0,0,0,0,America,2006,1,ManagingGestureandTimbreforAnalysisandInstrumentControlinanInteractiveEnvironment,NIME,,,,,
Christian,1,1,0,0,0,0,France,2006,2,TransmodalFeedbackasaNewPerspectiveforAudio-visualEffects,NIME,Serge,,,,
Alexander,1,1,1,0,0,0,Norway,2006,3,TowardsaGestureDescriptionInterchangeFormat,NIME,Tellef,Rolf,,,
Colin,1,1,0,0,0,0,England,2006,2,TimbreInterfacesusingAdjectivesandAdverbs,NIME,Alex,,,,
Staas,0,0,0,0,0,0,Netherlands,2006,1,ATactileClosed-LoopDeviceforMusicalInteraction,NIME,,,,,
Sergi,1,1,0,0,0,0,"Paris,France",2006,2,MaryHadaLittlescoreTable*orthereacTable*GoesMelodic,NIME,Marcos,,,,
Sukandar,0,0,0,0,0,0,Germany,2006,1,TheGluionAdvantagesofan{FPGA}-basedSensorInterface,NIME,,,,,
Loí¿c,1,1,1,0,0,0,"Paris,France",2006,3,"'GXtar',anInterfaceUsingGuitarTechniques",NIME,Julien,Daniel,,,
Mari,4,1,0,0,0,0,Japan,2006,2,AuditoryIllusionandViolin:DemonstrationofaWorkbyJean-ClaudeRissetWrittenforMariKimura,NIME,Jean-Claude,,,,
Spencer,1,0,0,0,0,0,America,2006,1,spinCycle:aColor-TrackingTurntableSequencer,NIME,,,,,
Benjamin,1,1,0,0,0,0,America,2006,2,CreatingaNetworkofIntegralMusicControllers,NIME,Perry,,,,
Shigeru,1,1,1,0,0,0,Japan,2006,4,GAINER:AReconfigurable{I/O}ModuleandSoftwareLibrariesforEducation,NIME,Takanori,Katsuhiko,Shosei,,
Daisuke,1,0,2,0,0,0,Japan,2006,4,LINE:InteractiveSoundandLightInstallation,NIME,Kojiro,Makoto,Chuichi,,
Rodolphe,1,1,1,0,0,0,Canada,2006,3,PaperFSRsandLatex/FabricTractionSensors:MethodsfortheDevelopmentofHome-MadeTouchSensors,NIME,Denis,Marcelo,,,
Tellef,1,1,0,0,0,0,Norway,2006,2,TowardsaCoherentTerminologyandModelofInstrumentDescriptionandDesign,NIME,Alexander,,,,
Serge,1,1,0,0,0,0,France,2006,2,Meta-Instrument3:aLookover17YearsofPractice,NIME,Vincent,,,,
Denis,1,1,0,0,0,0,Canada,2006,2,TheG-SpringController,NIME,Joseph,,,,
Eric,1,1,1,1,0,0,Germany,2006,4,conga:AFrameworkforAdaptiveConductingGestureAnalysis,NIME,Ingo,Henning,Jan,,
Jason,1,0,0,0,0,0,America,2006,1,TheChoppingBoard:Real-timeSampleEditor,NIME,,,,,
Paul,1,1,0,0,0,0,America,2006,2,"A""BalletM\'{e}canique""forthe21{s}tCentury:PerformingGeorgeAntheil'sDadaistMasterpiecewithRobots",NIME,Eric,,,,
Serge,1,1,1,0,0,0,France,2006,3,"UsingtheAugmentedTrombonein""Iwillnotkissyourf.ingflag""",NIME,Marco,Benny,,,
Nicolas,1,1,1,0,0,0,"Paris,France",2006,3,ReflectiveOpticalPickupForViolin,NIME,Emmanuel,Frí©dí©ric,,,
Takuro,1,0,0,0,0,0,Nethelands,2006,1,TurntableMusicintheDigitalEra:DesigningAlternativeToolsforNewTurntableExpression,NIME,,,,,
Damien,1,1,0,0,0,0,Australia,2006,2,Orbophone:aNewInterfaceforRadiatingSoundandImage,NIME,Greg,,,,
Thor,1,0,0,0,0,0,England,2006,1,Screen-BasedMusicalInterfacesasSemioticMachines,NIME,,,,,
Teemu,1,1,1,0,0,0,Finland,2006,3,TheAugmentedDjembeDrum-SculptingRhythms,NIME,Perttu,Aki,,,
Mark,1,1,0,0,0,0,Canada,2006,2,VibrotactileFeedbackinDigitalMusicalInstruments,NIME,Marcelo,,,,
Martin,1,1,0,0,0,0,Scotland,2006,2,AVRInterfaceforCollaborative{3D}AudioPerformance,NIME,Daniel,,,,
Yoichi,1,0,0,0,0,0,Japan,2006,1,Students'ProjectsofInteractiveMedia-installationsinSUAC,NIME,,,,,
Yu,4,1,0,0,0,0,Japan,2006,2,TENORI-ON,NIME,Toshio,,,,
Joshua,1,1,0,0,0,0,Canada,2006,2,Real-timeSoundSourceSpatializationasUsedinChallengingBodies:ImplementationandPerformance,NIME,David,,,,
Jonathan,1,0,0,0,0,0,America,2006,1,TheLightMatrix:AnInterfaceforMusicalExpressionandPerformance,NIME,,,,,
Cornelius,1,1,0,0,0,0,England,2006,2,RecentDevelopmentsinViolin-relatedDigitalMusicalInstruments:WhereAreWeandWhereAreWeGoing?,NIME,Dan,,,,
Bob,1,2,0,0,0,0,Canada,2006,2,"GRASSP:Gesturally-RealizedAudio,SpeechandSongPerformance",NIME,Sidney,,,,
Jacques,1,0,0,0,0,0,France,2006,1,NonHapticControlofMusicbyVideoAnalysisofHandMovements:14YearsofExperiencewiththe{\guillemotleft}Cam\'{e}raMusicale{\guillemotright},NIME,,,,,
Chandrasekhar,1,1,1,0,0,0,Germany,2006,3,TheZKMKlangdom,NIME,Joachim,Ludger,,,
Pedro,1,1,0,0,0,0,Ireland,2006,2,TheFrequencyliator--DistributingStructuresforNetworkedLaptopImprovisation,NIME,Alain,,,,
John,1,0,0,0,0,0,England,2006,1,32kg:PerformanceSystemsforaPost-DigitalAge,NIME,,,,,
Michael,1,1,1,0,0,0,Germany,2006,3,CaMus:LiveMusicPerformanceusingCameraPhonesandVisualGridTracking,NIME,Georg,Martin,,,
Greg,1,1,0,0,0,0,Australia,2006,2,PocketGamelan:TuneableTrajectoriesforFlyingSourcesinMandala3andMandala4,NIME,Mark,,,,
Sí©bastien,1,4,0,0,0,0,Canada,2006,2,OnMakingandPlayinganElectronically-augmentedSaxophone,NIME,Caroline,,,,
Erwin,1,1,1,0,0,0,Sweden,2006,3,CombiningAccelerometerandVideoCamera:ReconstructionofBowVelocityProfiles,NIME,Nicolas,Frí©dí©ric,,,
Stefania,4,4,1,1,0,0,Denmark,2006,4,SynthesisandControlofEverydaySoundsReconstructingRussolo{\textquoteright}sIntonarumori,NIME,Amalia,Niels,Steven,,
Tamara,4,0,0,0,0,0,Canada,2006,1,HandheldAcousticFilterBankforMusicalControl,NIME,,,,,
Hans-Christoph,1,0,0,0,0,0,America,2006,1,TowardsaCatalogandSoftwareLibraryofMappingMethods,NIME,,,,,
Andrew,1,0,0,0,0,0,America,2006,1,SonicJumperComposer,NIME,,,,,
Atau,1,4,0,0,0,0,France,2006,2,AFrameworkforSpatialInteractioninLocativeMedia,NIME,Petra,,,,
Marcelo,1,1,1,1,1,0,Canada,2006,5,SensorWiki.org:ACollaborativeResourceforResearchersandInterfaceDesigners,NIME,David,Joseph,Elliot,Julien,
Ge,1,4,1,0,0,0,America,2006,3,BuildingCollaborativeGraphicalinterFacesintheAudicle,NIME,Ananya,Perry,,,
Gil,1,1,0,0,0,0,America,2006,2,InteractiveSonificationofNeuralActivity,NIME,Travis,,,,
Mike,1,1,1,0,0,0,Canada,2006,3,AFrameworkforImmersiveSpatialAudioPerformance,NIME,Zack,Jeremy,,,
Diana,4,1,1,0,0,0,America,2006,3,ComposingforHyperbow:ACollaborationBetween{MIT}andtheRoyalAcademyofMusic,NIME,Patrick,Artem,,,
Mark,1,1,0,0,0,0,Canada,2006,2,DifferentStrokes:aPrototypeSoftwareSystemforLaptopPerformanceandImprovisation,NIME,Gary,,,,
Nicolas,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,HandSketchBi-ManualControllerInvestigationonExpressiveControlIssuesofanAugmentedTablet,NIME,Thierry,,,,
Stanza,0,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,Sensity,NIME,,,,,
Miguel,1,1,4,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,Soundanism,NIME,Stefan,Asia,,,
Roberto,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,PercussionInstrumentsUsingRealtimeConvolution:PhysicalControllers,NIME,,,,,
Marije,4,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,"Schwelle:SensorAugmented,AdaptiveSoundDesignforLiveTheatricalPerformance",NIME,Daniel,Christopher,,,
Tetsuaki,0,0,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,FreqtricDrums:AMusicalInstrumentthatUsesSkinContactasanInterface,NIME,Taketoshi,Kiyoshi,,,
Bo,1,1,1,1,1,4,"NewYorkCity,NY,UnitedStates",2007,6,TheMultimodalMusicStand,NIME,Jim,Dan,Lance,John,JoAnn
Peter,1,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,DAMPER:APlatformforEffortfulInterfaceDevelopment,NIME,Nicholas,Sile,Pedro,,
Manjinder,2,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,ImprovedPositionTrackingofa{3-D}Gesture-BasedMusicalControllerUsinga{Kalman}Filter,NIME,Michael,Peter,,,
Frí©dí©ric,1,1,1,1,1,0,"NewYorkCity,NY,UnitedStates",2007,5,WirelessSensorInterfaceandGesture-FollowerforMusicPedagogy,NIME,Fabrice,Norbert,Emmanuel,Nicolas,
Betsey,4,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,TheTippingPoint,NIME,,,,,
Niels,1,1,4,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,{PHY}SMISM:AControlInterfaceforCreativeExplorationofPhysicalModels,NIME,Steven,Stefania,,,
Paolo,1,1,4,1,4,1,"NewYorkCity,NY,UnitedStates",2007,6,"UseofaDual-Core{DSP}inaLow-Cost,Touch-ScreenBasedMusicalInstrument",NIME,Riccardo,Daniele,Stefano,Anna,Mario
Nicolas,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,nJamUserExperiments:EnablingRemoteMusicalInteractionfromMillisecondstoSeconds,NIME,,,,,
Steve,1,1,1,4,0,0,"NewYorkCity,NY,UnitedStates",2007,4,Cellphonia:WET,NIME,Scot,Kalin,Terese,,
Antonio,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,ActiveListeningtoaVirtualOrchestraThroughanExpressiveGesturalInterface:TheOrchestraExplorer,NIME,Corrado,Gualtiero,,,
Antonio,1,1,4,4,0,0,"NewYorkCity,NY,UnitedStates",2007,4,DevelopingMultimodalInteractiveSystemswithEyesWebXMI,NIME,Paolo,Giovanna,Simone,,
Mark,1,1,4,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,RageinConjunctionwiththeMachine,NIME,Matt,Hiroko,,,
Ginevra,4,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,ExpressiveControlofMusicandVisualMediabyFull-BodyMovement,NIME,Roberto,Antonio,Gualtiero,,
Angela,4,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,Zstretch:AStretchyFabricMusicController,NIME,Hiroshi,,,,
Katarzyna,4,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,PhysicalModelsandMusicalControllers--DesigningaNovelElectronicPercussionInstrument,NIME,Sile,Roger,,,
Arthur,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,TheWrist-Conductor,NIME,Dennis,,,,
Nick,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,MatchingParts:InnerVoiceLedControlforSymbolicandAudioAccompaniment,NIME,,,,,
Andrew,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,Tactophonics:YourFavouriteThingWantstoSing,NIME,Graham,,,,
Luke,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,TheWaveSaw:AFlexibleInstrumentforDirectTimbralManipulation,NIME,Nathan,John,,,
Roger,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,NewInterfacesforPopularMusicPerformance,NIME,,,,,
Collective,0,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,Miller,NIME,,,,,
Justin,1,1,2,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,ChromaPalette:ChromaticMapsofSoundAsGranularSynthesisInterface,NIME,Ian,Chris,,,
Rebecca,4,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,Don'tForgettheLaptop:UsingNativeInputCapabilitiesforExpressiveMusicalControl,NIME,Ge,Perry,,,
Jose,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,InteractiveSpatializationandSoundDesignusinganEvolutionarySystem,NIME,Adolfo,Jonatas,,,
Alexandre,1,4,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,VisualFeedbackinPerformer-MachineInteractionforMusicalImprovisation,NIME,Elaine,Dennis,,,
Karmen,4,2,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,NewMusicalInterfacesinContext:SonicInteractionDesignintheUrbanSetting,NIME,Yon,,,,
Jason,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,GraphTheory:InterfacingAudiencesIntotheCompositionalProcess,NIME,,,,,
Daniel,1,2,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,ALookattheDesignandCreationofaGraphicallyControlledDigitalMusicalInstrument,NIME,Tjebbe,Andrí©s,,,
Marcelo,1,1,2,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,MusicianshipforRobotswithStyle,NIME,Eduardo,Chris,,,
Sylvain,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,VR-RoBoser:Real-TimeAdaptiveSonificationofVirtualEnvironmentsBasedonAvatarBehavior,NIME,Jonatas,Paul,,,
Leon,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,TheSamchillianTipTipTipCheeepeeeee:ARelativisticKeyboardInstrument,NIME,,,,,
Carlos,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,EstablishingaMusicalChannelofCommunicationbetweenDancersandMusiciansinComputer-MediatedCollaborationsinDancePerformance,NIME,,,,,
Michael,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,ExpressionandItsDiscontents:TowardanEcologyofMusicalCreation,NIME,Jeffrey,,,,
Chang,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,ProjectScriabinv.3,NIME,,,,,
Mitsuyo,4,4,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,jPop-E:AnAssistantSystemforPerformanceRenderingofEnsembleMusic,NIME,Noriko,Haruhiro,,,
Tomoko,4,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,ASystemforImprovisationalMusicalExpressionBasedonPlayer{\textquoteright}sSenseofTempo,NIME,Takeshi,Takao,,,
Sibylle,4,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,"InstantCity,aMusicBuildingGameTable",NIME,Daniel,Volker,,,
Matt,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,Real-TimeFeature-BasedSynthesisforLiveMusicalPerformance,NIME,Perry,,,,
Avrum,1,1,4,1,1,0,"NewYorkCity,NY,UnitedStates",2007,5,fMRI-CompatibleElectronicControllers,NIME,Christopher,Virginia,Robert,Marcelo,
Anthony,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,EyeMusic:PerformingLiveMusicandMultimediaCompositionswithEyeMovements,NIME,Troy,Tim,,,
William,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,DesignIssuesinInteractionModelingforFreeImprovisation,NIME,,,,,
Joanne,4,4,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,ParticleTecture:InteractiveGranularSoundspacesforArchitecturalDesign,NIME,Kirsty,,,,
Randy,2,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,ControllingaPhysicalModelwitha{2D}ForceMatrix,NIME,Andrew,,,,
Junichi,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,MountainGuitar:aMusicalInstrumentforEveryone,NIME,James,Laurent,,,
Ajay,1,1,2,1,0,0,"NewYorkCity,NY,UnitedStates",2007,5,"IntegratingHyperInstruments,MusicalRobots\&MachineMusicianshipforNorth{India}nClassicalMusic",NIME,Eric,Manjinder,George,Trimpin,
Noah,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,TheLambentReactive:AnAudiovisualEnvironmentforKinestheticPlayforms,NIME,,,,,
Juno,2,1,4,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,Oculog:PlayingwithEyeMovements,NIME,Greg,Terumi,,,
Turner,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,TheFrankenPipe:ANovelBagpipeController,NIME,Colby,,,,
Andrí©,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,ArticulatedPaint:MusicalExpressionforNon-Musicians,NIME,Boris,Reto,,,
Eric,1,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,TowardsRhythmicAnalysisofHumanMotionUsingAcceleration-OnsetTimes,NIME,Urs,Jan,Leo,,
Eric,1,1,4,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,REXband:AMulti-UserInteractiveExhibitforExploringMedievalMusic,NIME,Marius,Yvonne,Jan,,
Stefan,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,"""AcousticMap""--AnInteractiveCityportrait",NIME,,,,,
Thor,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,"TheAcoustic,theDigitalandtheBody:ASurveyonMusicalInstruments",NIME,Enrike,,,,
Joseph,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,TheT-Stick:FromMusicalInterfacetoMusicalInstrument,NIME,Marcelo,,,,
Steve,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,NaturalInterfacesforMusicalExpression:PhysiphonesandaPhysics-BasedOrganology,NIME,,,,,
Andrew,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,NIMEPerformance\&Installation:SonicPongV3.0,NIME,,,,,
Niall,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,Ashitaka:AnAudiovisualInstrument,NIME,Nick,Nicholas,,,
Katherine,4,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,MIDIScrapyardChallengeWorkshops,NIME,Jonah,,,,
Simon,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,"MusiqueConcrete:TransformingSpace,SoundandtheCityThroughSkateboarding",NIME,,,,,
Yoichi,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,"GHIprojectand""CyberKendang""",NIME,,,,,
Misako,4,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,"CircleCanonChorusSystemUsedToEnjoyAMusicalEnsembleSinging""FrogRound""",NIME,Yasuo,,,,
Click,0,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,LiveCodingPractice,NIME,,,,,
