Name,Correct Gender,Title,Names
Jun-qi,male,ArmKeyBoard: A Mobile Keyboard Instrument Based on Chord-scale System and Tonal Hierarchy,"['Deng, Jun-qi', ' Chi Moon Lau, Francis', ' Kwok, Yu-kwong']"
Kameron,male,A History of Emerging Paradigms in EEG for Music,"['Christopher, Kameron R.', ' Kapur, Ajay', ' Carnegie, Dale A.', ' Grimshaw, Gina M.']"
Kelland,male,Translation as Technique: Collaboratively Creating an Electro-Acoustic Composition for Saxophone and Live Video Projection,"['Jette, Christopher', ' Thomas, Kelland', ' Villegas, Javier', ' Graeme Forbes, Angus']"
Kiyomitsu,male,"Data Auditorio: Towards Intense Interaction, an Interactive Hyper-Directional Sound for Play and Ubiquity","['Misawa, Daichi', ' Odai, Kiyomitsu']"
Kouhei,male,METHOD TO DETECT GTTM LOCAL GROUPING BOUNDARIES BASED ON CLUSTERING AND STATISTICAL LEARNING,"['Kanamori, Kouhei', ' Hamanaka, Masatoshi', ' Hoshino, Junichi']"
Kurijn,male,Towards a discrete electronic transmission line as a musical harmonic oscillator,"['Buys, Kurijn', '\xc2\xa0Auvray, Roman']"
Lamtharn,male,"Implementations of the Leap Motion in sound synthesis, effects modulation and assistive performance tools","['Hantrakul, Lamtharn', ' Kaczmarek, Konrad']"
Leontios,male,ORPHEUS: A virtual learning environment of Ancient Greek music,"['Dionysios Politis', ' Dimitrios Margounakis: George Botsaris ', '  Leontios Papaleontiou']"
Leontios,male,Conceptual Blending in Biomusic Composition Space: The вЂњBrainswarmвЂќ Paradigm,"['Hadjileontiadis, Leontios J.']"
Li,male,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Li,male,Power-Scaled Spectral Flux and Peak-Valley Group-Delay Methods for Robust Musical Onset Detection,"['Su, Li', ' Yang, Yi-Hsuan']"
Li-Fan,male,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Lim,male,"SmartDJ, An Interactive Music Player for Music Discovery by Similarity Comparison","['Maureen, Aw Si Ying', '\xc2\xa0Sion, Lim Chung', '\xc2\xa0PerMagnus Lindborg']"
Ludger,male,Introducing the Zirkonium MK2 System for Spatial Composition,"['Wagner, David', ' Br\xc3\xbcmmer, Ludger', ' Dipper, G\xc3\xb6tz', ' Otto, Jochen Arne']"
Michele,male,Structural Modeling Of Pinna-Related Transfer Functions,"['Simone Spagnol', '\xc2\xa0Michele Geronazzo', ' Federico Avanzini']"
Michele,male,Employing Spatial Sonification Of Target Motion In Tracking Exercises,"['Simone Spagnol', '\xc2\xa0Michele Geronazzo', '\xc2\xa0Avanzini, Federico', '\xc2\xa0Fabio Oscari', '\xc2\xa0Giulio Rosati']"
Michele,male,THE SELFEAR PROJECT: A MOBILE APPLICATION FOR LOW-COST PINNA-RELATED TRANSFER FUNCTION ACQUISITION,"['Michele Geronazzo', '\xc2\xa0Fantin, Jacopo', '\xc2\xa0Sorato, Giacomo', '\xc2\xa0Baldovino, Guido', '\xc2\xa0Avanzini, Federico']"
Mika,male,Connecting SUM with computer-assisted composition in PWGL: Recreating the graphic scores of Anestis Logothetis,"['Adhitya, Sara', ' Kuuskankare, Mika']"
Min-Joon,male,Towards Soundscape Information Retrieval (SIR),"['Park, Tae Hong', ' Lee, Jun Hee', ' You, Jaeseong', ' Yoo, Min-Joon', ' Turner, John']"
MinвЂ“Hsuan,male,A Research of Automatic Composition and Singing Voice Synthesis System for Taiwanese Popular Songs,"['Huang, Chih-Fang', ' Hong, Wei-Gang', ' Li, Min\xe2\x80\x93Hsuan']"
Mo,male,Mutor: Drone Chorus of Metrically Muted Motors,"['Zareei, Mo H.', ' Carnegie, Dale A.', ' Kapur, Ajay', ' McKinnon, Dugal']"
Naithan,male,SoundScavenger: An Interactive Soundwalk,"['Bosse, Naithan']"
Natoshi,male,LCSynth: A Strongly-Timed Synthesis Language that Integrates Objects and Manipulations for Microsounds,"['Hiroko Nishino', ' Natoshi Osaka']"
Natoshi,male,LC: A New Computer Music Programming Language with Three Core Features,"['NISHINO, Hiroki', ' OSAKA, Natoshi', ' NAKATSU, Ryohei']"
Nicola,male,The AGNULA/DeMuDi distribution: GNU/Linux and Free Software for the pro audio and sound research domain,"['Nicola Bernardini ', '\xc2\xa0Damien Cirotteau', ' Free Ekanayaka', '\xc2\xa0Andrea Glorioso']"
Nicola,male,SUSTAINABLE LIVE ELECTRO-ACOUSTIC MUSIC,"['Nicola Bernardini', ' Vidolin Alvise']"
Nicola,male,"Musical perspectives on composition, sonification and performace","['de G\xc3\xb6tzen, Amalia', ' Bernardini, Nicola', ' Vidolin, Alvise']"
Nicola,male,Recommending Music to Groups in Fitness Classes,"['De Carolis, Berardina', ' Ferilli, Stefano', ' Orio, Nicola']"
Nobutaka,male,AUTOMATIC MUSIC COMPOSITION BASED ON COUNTERPOINT AND IMITATION USING STOCHASTIC MODELS,"['Tsubasa Tanaka', ' Takuya Nishimoto', ' Nobutaka Ono', ' Shigeki Sagayama']"
Nobutaka,male,"Merged-Output Hidden Markov Model for Score Following of MIDI Performance with Ornaments, Desynchronized Voices, Repeats and Skips","['Nakamura, Eita', ' Ono, Nobutaka', ' Saito, Yasuyuki', ' Sagayama, Shigeki']"
Octav-Emilian,male,Human-Computer Music Performance: From Synchronized Accompaniment to Musical Partner,"['Dannenberg, Roger B', '\xc2\xa0Jin, Zeyu', '\xc2\xa0Gold, Nicolas E', '\xc2\xa0Sandu, Octav-Emilian', '\xc2\xa0Palliyaguru, Praneeth N', '\xc2\xa0Andrew Robertson', '\xc2\xa0Stark, Adam', '\xc2\xa0Kleinberger, Rebecca']"
Paris,male,"The HOA library, review and prospects","['Anne, S\xc3\xa8des', ' Pierre, Guillot', ' Eliott, Paris']"
PerMagnus,male,Preparing for TreeTorika: Computer-assisted analysis of Mao's oratory,['PerMagnus Lindborg']
PerMagnus,male,Design of an Interactive Earphone Simulator and Results from a Perceptual Experiment,"['PerMagnus Lindborg', ' Lim, Miracle J Y']"
PerMagnus,male,"SKALLDANS, AN AUDIOVISUAL IMPROVISATION FRAMEWORK",['PerMagnus Lindborg']
PerMagnus,male,"SmartDJ, An Interactive Music Player for Music Discovery by Similarity Comparison","['Maureen, Aw Si Ying', '\xc2\xa0Sion, Lim Chung', '\xc2\xa0PerMagnus Lindborg']"
Philipe,male,Towards a Generative Electronica: Human-Informed Machine Transcription and Analysis in MaxMSP,"['Arne Eigenfeldt', ' Philipe Pasquier']"
Phivos-Angelos,male,Ephemeron: Control over Self-Organised Music,[' Phivos-Angelos Kollias']
Rama,male,"o.io: a Unified Communications Framework for Music, Intermedia and Cloud Interaction","['Freed, Adrian', ' DeFilippo, David', ' Gottfried, Rama', ' MacCallum, John', ' Lubow, Jeff', ' Razo, Derek', ' Wessel, David']"
Reihard,male,The perceptual similarity of tone clusters: an experimental approach to the listening of avant-garde music,"['Ong, Arvid', '\xc2\xa0Kopiez, Reihard']"
Robin,male,Playing Integrated Music Knowledges with Artifical Neural Networks,"['Fr\xc3\xa9d\xc3\xa9ric Voisin', ' Robin Meier ']"
Robin,male," ""Sensory Threads: Sonifying imperceptible phenomena in the Wild""","['Robin Fencott', ' Nick Bryan-Kinns']"
Robin,male,An Interactive Surface Realisation of Henri Pousseur's `Scambi',"['Robin Fencott', '\xc2\xa0John Dack']"
Robin,male,Factors in human recognition of timbre lexicons generated by data clustering,"['Gerard Roma', ' Anna Xamb\xc3\xb3', ' Herrera, Perfecto', ' Robin Laney']"
Robin,male,ОјTunes: A Study of Musicality Perception in an Evolutionary Context,"['Sidorov, Kirill', ' Hawkins, Robin', ' Jones, Andrew', ' Marshall, David']"
Robin,male,Audio Signal Visualisation and Measurement,"['Gareus, Robin', ' Goddard, Chris']"
Robin,male,Learning Musical Contour on a Tabletop,"['Franceschini, Andrea', ' Laney, Robin', ' Dobbyn, Chris']"
Robin,male,ISSUES AND TECHNIQUES FOR COLLABORATIVE MUSIC MAKING ON MULTI-TOUCH SURFACES,"['Robin Laney', ' Chris Dobbyn', ' Anna Xambo', ' Mattia Schirosa', ' Dorothy Miell', ' Karen Littleton', ' Nick Dalton']"
Romis,male,Real-time event sequencing without a visual interface,"['Tavares, Tiago Fernandes', '\xc2\xa0Monteiro, Adriano', '\xc2\xa0Barbedo, Jayme G. A.', '\xc2\xa0Attux, Romis', '\xc2\xa0Manzolli, J\xc3\xb4natas']"
Sam,male,Surface as Structure: The multi-touch controller as map of musical state space,"['Oliver Bown', '\xc2\xa0Daniel Jones', '\xc2\xa0Sam Britton']"
Sascha,male,Automatic Competency Assessment of Rhythm Performances of Ninth-grade and Tenth-grade Pupils,"['Abe\xc3\x9fer, Jakob', ' Hasselhorn, Johannes', ' Grollmisch, Sascha', ' Dittmar, Christian', ' Lehmann, Andreas']"
Sertan,male,A Score-Informed Computational Description of Svaras Using a Statistical Model,"['\xc5\x9eenturk, Sertan', ' Koduri, Gopala Krishna', ' Xavier Serra']"
Sertan,male,Composition Identification in Ottoman-Turkish Makam Music Using Transposition-Invariant Partial Audio-Score Alignment,"['\xc5\x9eent\xc3\xbcrk, Sertan', '\xc2\xa0Xavier Serra']"
Sever,male,Emerging Composition: Being and Becoming,"['Tipei, Sever']"
Sha,male,Mapping and dimensionality of a cloth-based sound instrument,"['David Birnbaum', ' Freida Abtan', ' Sha Xin Wei', ' Marcelo M. Wanderley']"
Shengchen,male,A MODEL SELECTION TEST ON EFFECTIVE FACTORS OF THE CHOICE OF EXPRESSIVE TIMING CLUSTERS FOR A PHRASE,"['Li, Shengchen', '\xc2\xa0Black, Dawn', '\xc2\xa0Plumbley, Mark', '\xc2\xa0Simon Dixon']"
Shigeo,male,DANCEREPRODUCER: AN AUTOMATIC MASHUP MUSIC VIDEO GENERATION SYSTEM BY REUSING DANCE VIDEO CLIPS ON THE WEB,"['Tomoyasu Nakano', '\xc2\xa0Sora Murofushi', '\xc2\xa0Masataka Goto', '\xc2\xa0Shigeo Morishima']"
Shigeo,male,Automatic Singing Voice To Music Video Generation Via Mashup Of Singing Video Clips,"['Tatsunori Hirai', '\xc2\xa0Yukara Ikemiya', '\xc2\xa0Kazuyoshi Yoshii', '\xc2\xa0Tomoyasu Nakano', '\xc2\xa0Masataka Goto', '\xc2\xa0Shigeo Morishima']"
Shigeo,male,Musicmean: Fusion-based Music Generation,"['Tatsunori Hirai', '\xc2\xa0Shoto Sasaki', '\xc2\xa0Shigeo Morishima']"
Shoto,male,Musicmean: Fusion-based Music Generation,"['Tatsunori Hirai', '\xc2\xa0Shoto Sasaki', '\xc2\xa0Shigeo Morishima']"
Shun,male,A Computational Model of Tonality Cognition Based on Prime Factor Representation of Frequency Ratios and Its Application,"['Shun Shiramatsu', '\xc2\xa0Tadachika Ozono', '\xc2\xa0Toramatsu Shintani']"
Shyh-Kang,male,Simulated Formant Modeling of Accompanied Singing Signals for Vocal Melody Extraction,"['Yu-Ren Chien', '\xc2\xa0Hsin-Min Wang', '\xc2\xa0Shyh-Kang Jeng']"
Simone,male,Structural Modeling Of Pinna-Related Transfer Functions,"['Simone Spagnol', '\xc2\xa0Michele Geronazzo', ' Federico Avanzini']"
Simone,male,Employing Spatial Sonification Of Target Motion In Tracking Exercises,"['Simone Spagnol', '\xc2\xa0Michele Geronazzo', '\xc2\xa0Avanzini, Federico', '\xc2\xa0Fabio Oscari', '\xc2\xa0Giulio Rosati']"
Simone,male," ""Real-time binaural audio rendering in the near field""","['Simone Spagnol ', ' Federico Avanzini']"
Sivaramakrishnan,male,Factors Influencing Vocal Pitch in Articulatory Speech Synthesis: A Study Using PRAAT,"['Meenakshisundaram, Sivaramakrishnan', '\xc2\xa0Eduardo Miranda', '\xc2\xa0Kaimi, Irene']"
Smilen,male,An analog I/O interface board for Audio Arduino open sound card system,"['Smilen Dimitrov', '\xc2\xa0Serafin, Stefania']"
Somnuk,male,"CONTROL SEARCH USING RULES, TESTS AND MEASURES","['Somnuk Phon-Amnuaisuk', '\xc2\xa0Alan Smaill']"
Somnuk,male,LOGICAL REPRESENTATION OF MUSICAL CONCEPTS,['Somnuk Phon-Amnuaisuk\n']
Sungyoung,male,TOWARDS A PERSONALIZED TECHNICAL EAR TRAINING PROGRAM: AN INVESTIGATION OF THE EFFECT OF ADAPTIVE FEEDBACK,"['Teruaki Kaniwa', ' Sungyoung Kim', ' Hiroko Terasawa', ' Masahiro Ikeda', ' Takeshi Yamada', ' Shoji Makino']"
Sven-Amin,male,MEASURING THE INTERACTION BETWEEN BASSOON AND HORN PLAYERS IN ACHIEVING TIMBRE BLEND,"['Lembke, Sven-Amin', '\xc2\xa0Levine, Scott', '\xc2\xa0Francisco, Martha de', '\xc2\xa0McAdams, Stephen']"
Tadachika,male,A Computational Model of Tonality Cognition Based on Prime Factor Representation of Frequency Ratios and Its Application,"['Shun Shiramatsu', '\xc2\xa0Tadachika Ozono', '\xc2\xa0Toramatsu Shintani']"
Tae,male,PERFORMANCE RENDERING FOR POLYPHONIC PIANO MUSIC WITH A COMBINATION OF PROBABILISTIC MODELS FOR MELODY AND HARMONY,"['Tae Hun Kim', ' Satoru Fukayama', ' Takuya Nishimoto', ' Shigeki Sagayama']"
Tae,male,Timbral Hauntings: An Interactive System Re-Interpreting the Present in Echoes of the Past,"['Musick, Michael', ' Park, Tae Hong']"
Tae,male,Citygram One: One Year Later вЂ¦,"['Park, Tae Hong', ' Musick, Michael', ' Turner, John', ' Mydlarz, Charlie', ' Lee, Jun Hee', ' You, Jaeseong', ' DuBois, Luke']"
Tae,male,Towards Soundscape Information Retrieval (SIR),"['Park, Tae Hong', ' Lee, Jun Hee', ' You, Jaeseong', ' Yoo, Min-Joon', ' Turner, John']"
Takio,male,Non-negative Sparse Decomposition of Musical Signal using Pre-trained Dictionary of Feature Vectors of Possible Tones from Different Instruments,"['Ryo Nomura', '\xc2\xa0Takio Kurita']"
Takuro,male,Modeling of Melodic Rhythm Based on Entropy toward Creating Expectation and Emotion,"['Ohmura, Hidefumi', '\xc2\xa0Shibayama, Takuro', '\xc2\xa0Shibuya, Satoshi', '\xc2\xa0Takahashi, Tatsuji', '\xc2\xa0Okanoya, Kazuo', '\xc2\xa0Kiyoshi Furukawa']"
Tan,male,LEGATO AND GLISSANDO IDENTIFICATION IN CLASSICAL GUITAR,"['Tan Hakan Ozaslan', ' Josep Lluis Arcos']"
Tatsuji,male,Modeling of Melodic Rhythm Based on Entropy toward Creating Expectation and Emotion,"['Ohmura, Hidefumi', '\xc2\xa0Shibayama, Takuro', '\xc2\xa0Shibuya, Satoshi', '\xc2\xa0Takahashi, Tatsuji', '\xc2\xa0Okanoya, Kazuo', '\xc2\xa0Kiyoshi Furukawa']"
Tatsunori,male,Automatic Singing Voice To Music Video Generation Via Mashup Of Singing Video Clips,"['Tatsunori Hirai', '\xc2\xa0Yukara Ikemiya', '\xc2\xa0Kazuyoshi Yoshii', '\xc2\xa0Tomoyasu Nakano', '\xc2\xa0Masataka Goto', '\xc2\xa0Shigeo Morishima']"
Tatsunori,male,Musicmean: Fusion-based Music Generation,"['Tatsunori Hirai', '\xc2\xa0Shoto Sasaki', '\xc2\xa0Shigeo Morishima']"
Toramatsu,male,A Computational Model of Tonality Cognition Based on Prime Factor Representation of Frequency Ratios and Its Application,"['Shun Shiramatsu', '\xc2\xa0Tadachika Ozono', '\xc2\xa0Toramatsu Shintani']"
Tsubasa,male,AUTOMATIC MUSIC COMPOSITION BASED ON COUNTERPOINT AND IMITATION USING STOCHASTIC MODELS,"['Tsubasa Tanaka', ' Takuya Nishimoto', ' Nobutaka Ono', ' Shigeki Sagayama']"
Tsubasa,male,Automatic Melodic Grammar Generation For Polyphonic Music Using A Classifier System,"['Tsubasa Tanaka', '\xc2\xa0Kiyoshi Furukawa']"
Tsubasa,male,REINFORCEMENT LEARNING MODELS FOR ACQUIRING,"['Tsubasa Tanaka', '\xc2\xa0Ohmura, Hidefumi', '\xc2\xa0Kiyoshi Furukawa']"
Tsubasa,male,Interval Scale as Group Generators,"['Tanaka, Tsubasa', ' Furukawa, Kiyoshi']"
Tsubasa,male,Score-informed Piano Tutoring System With Mistake Detection And Score Simplification,"['Tsubasa Fukuda', '\xc2\xa0Yukara Ikemiya', '\xc2\xa0Katsutoshi Itoyama', '\xc2\xa0Kazuyoshi Yoshii']"
Tychonas,male,IMPROVING PERFORMERSвЂ™ MUSICALITY THROUGH LIVE INTERACTION WITH HAPTIC FEEDBACK: A CASE STUDY,"['Tychonas Michailidis', ' Jamie Bullock']"
Tzu-En,male,Building a Gamelan from Bricks,"['NGIAO, Tzu-En']"
Vassilios-Fivos,male,Cephalomorphic interface for emotion-based music synthesis,['Vassilios-Fivos A. Maniatakos']
Velumailum,male,"Experimental (Оґ, Оі)-Pattern-Matching with DonвЂ™t Cares","['Costas S. Iliopoulos', ' Manal Mohamed', ' Velumailum Mohanaraj']"
Vidolin,male,SUSTAINABLE LIVE ELECTRO-ACOUSTIC MUSIC,"['Nicola Bernardini', ' Vidolin Alvise']"
Yading,male,How well Can A Music Emotion Recognition System Predict The Emotional Responses Of Participants?,"['Yading Song', ' Simon Dixon']"
Yi-Hsuan,male,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Yi-Hsuan,male,A Study on Cross-cultural and Cross-dataset Generalizability of Music Mood Regression Models,"['Hu, Xiao', ' Yang, Yi-Hsuan']"
Yi-Hsuan,male,Power-Scaled Spectral Flux and Peak-Valley Group-Delay Methods for Robust Musical Onset Detection,"['Su, Li', ' Yang, Yi-Hsuan']"
Youngmoo,male,Automatic Multitrack Mixing Using Linear Dynamical Systems,"['Jeffrey Scott', '\xc2\xa0Matthew Prockup', '\xc2\xa0Erik Schmidt', '\xc2\xa0Youngmoo Kim']"
Youngmoo,male,Design and Applications of a Multi-Touch Musical Keyboard,"['Andrew Mcpherson', '\xc2\xa0Youngmoo Kim']"
Youngmoo,male,Designing an Expressive Virtual Percussive Instrument,"['Brian Dolhansky', '\xc2\xa0Andrew Mcpherson', '\xc2\xa0Youngmoo Kim']"
Yu-Chung,male,PROTOTYPING WIRELESS INTEGRATED WEARABLE INTERACTIVE MUSIC SYSTEM,"['Tseng, Yu-Chung', '\xc2\xa0Li, Bo-Ting', '\xc2\xa0Wang, Tsung-Hua']"
Yu-kwong,male,ArmKeyBoard: A Mobile Keyboard Instrument Based on Chord-scale System and Tonal Hierarchy,"['Deng, Jun-qi', ' Chi Moon Lau, Francis', ' Kwok, Yu-kwong']"
Yuan-Yi,male,Organic Oscillator: Experiments using Natural Oscillation Sources from Audiences,"['Fan, Yuan-Yi']"
Yukara,male,Automatic Singing Voice To Music Video Generation Via Mashup Of Singing Video Clips,"['Tatsunori Hirai', '\xc2\xa0Yukara Ikemiya', '\xc2\xa0Kazuyoshi Yoshii', '\xc2\xa0Tomoyasu Nakano', '\xc2\xa0Masataka Goto', '\xc2\xa0Shigeo Morishima']"
Yukara,male,Score-informed Piano Tutoring System With Mistake Detection And Score Simplification,"['Tsubasa Fukuda', '\xc2\xa0Yukara Ikemiya', '\xc2\xa0Katsutoshi Itoyama', '\xc2\xa0Kazuyoshi Yoshii']"
Yukara,male,"Music Performance Assistance System Based On Vocal, Harmonic, And Percussive Source Separation And Content Visualization For Music Audio Signals","['Ayaka Dobashi', '\xc2\xa0Yukara Ikemiya', '\xc2\xa0Katsutoshi Itoyama', '\xc2\xa0Kazuyoshi Yoshii']"
Yuri,male,SENSITIVITY TO LOUDSPEAKER PERMUTATIONS DURING AN EIGHT-CHANNEL ARRAY REPRODUCTION OF PIANO NOTES,"['Fontana, Federico', '\xc2\xa0Pra, Yuri De', '\xc2\xa0Amendola, Alberto']"
Yuri,male,Infrared vs. Ultrasonic Finger Detection on a Virtual Piano Keyboard,"['De Pra, Yuri', ' Fontana, Federico', ' Tao, Linmi']"
Zeyu,male,Human-Computer Music Performance: From Synchronized Accompaniment to Musical Partner,"['Dannenberg, Roger B', '\xc2\xa0Jin, Zeyu', '\xc2\xa0Gold, Nicolas E', '\xc2\xa0Sandu, Octav-Emilian', '\xc2\xa0Palliyaguru, Praneeth N', '\xc2\xa0Andrew Robertson', '\xc2\xa0Stark, Adam', '\xc2\xa0Kleinberger, Rebecca']"
Г‰milien,male,DYNAMIC INTERMEDIATE MODELS FOR AUDIOGRAPHIC SYNTHESIS,"['Vincent Goudard', '\xc2\xa0Hugues Genevois', '\xc2\xa0Boris Doval', '\xc2\xa0\xc3\x89milien Ghomi']"
Alkiviades,None,Beyond movement an animal,['Alkiviades Philippides']
Bo-Ting,None,PROTOTYPING WIRELESS INTEGRATED WEARABLE INTERACTIVE MUSIC SYSTEM,"['Tseng, Yu-Chung', '\xc2\xa0Li, Bo-Ting', '\xc2\xa0Wang, Tsung-Hua']"
Hsin-Yu,None,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Iulius,None,MUSE: a Music-making Sandbox Environment for Real-Time Collaborative Play,"['Iulius A. T. Popa', ' Jeffrey E. Boyd', ' David Eagle']"
Jian,None,Gestural control of wavefield synthesis,"['Grani, Francesco', '\xc2\xa0Di Carlo, Diego', '\xc2\xa0Madrid Portillo, Jorge', '\xc2\xa0Girardi, Matteo', '\xc2\xa0Paisa, Razvan', '\xc2\xa0Banas, Jian Stian', '\xc2\xa0Vogiatzoglou, Iakovos', '\xc2\xa0Dan Overholt', '\xc2\xa0Serafin, Stefania']"
Jianhang,None,Exploring the General Melodic Characteristics of XinTianYou Folk Songs,"['Juan Li', ' Lu Dong', ' Jianhang Ding', ' Xinyu Yang']"
Kei,None,AUTOMATIC SONG COMPOSITION FROM THE LYRICS EXPLOITING PROSODY OF JAPANESE LANGUAGE,"['Satoru Fukayama', '\xc2\xa0Kei Nakatsuma', '\xc2\xa0Shinji Sako', '\xc2\xa0Takuya Nishimoto', '\xc2\xa0Shigeki Sagayama']"
Kei,None,EXPRESSIVE HUMANOID ROBOT FOR AUTOMATIC ACCOMPANIMENT,"['Xia, Guangyu', ' Kawai, Mao', ' Matsuki, Kei', ' Fu, Mutian', ' Cosentino, Sarah', ' Trovato, Gabriele', ' Sessa, Salvatore', ' Takanishi, Atsuo', ' Dannenberg, Roger']"
Keunhyoung,None,IMAGE SONIFICATION BASED ON OBJECT AND FEATURE EXTRACTION,"['Kim, Keunhyoung Luke', '\xc2\xa0Woon Seung Yeo']"
Keunhyoung,None,Griddy: a Drawing Based Music Composition System with Multi-layered Structure,"['Kim, Keunhyoung Luke', ' Seung Yeo, Woon']"
Linmi,None,Infrared vs. Ultrasonic Finger Detection on a Virtual Piano Keyboard,"['De Pra, Yuri', ' Fontana, Federico', ' Tao, Linmi']"
Lu,None,Exploring the General Melodic Characteristics of XinTianYou Folk Songs,"['Juan Li', ' Lu Dong', ' Jianhang Ding', ' Xinyu Yang']"
Mao,None,EXPRESSIVE HUMANOID ROBOT FOR AUTOMATIC ACCOMPANIMENT,"['Xia, Guangyu', ' Kawai, Mao', ' Matsuki, Kei', ' Fu, Mutian', ' Cosentino, Sarah', ' Trovato, Gabriele', ' Sessa, Salvatore', ' Takanishi, Atsuo', ' Dannenberg, Roger']"
Ming,None,MELODY CLASSIFICATION USING A SIMILARITY METRIC BASED ON KOLMOGOROV COMPLEXITY,"['Ming Li', '\xc2\xa0Ronan Sleep']"
Mutian,None,EXPRESSIVE HUMANOID ROBOT FOR AUTOMATIC ACCOMPANIMENT,"['Xia, Guangyu', ' Kawai, Mao', ' Matsuki, Kei', ' Fu, Mutian', ' Cosentino, Sarah', ' Trovato, Gabriele', ' Sessa, Salvatore', ' Takanishi, Atsuo', ' Dannenberg, Roger']"
Naoaki,None," ""Sound Object Classification for Symbolic Audio Mosaicing: A Proof-of-Concept""","['Jordi Janer', ' Martin Haro ', 'Gerard Roma ', 'Takuya Fujishima', 'Naoaki Kojima']"
Ryunosuke,None,A Tambourine Support System to Improve the Atmosphere of Karaoke,"['Takuya Kurihara', '\xc2\xa0Naohiro Kinoshita', '\xc2\xa0Ryunosuke Yamaguchi', '\xc2\xa0Tetsuro Kitahara']"
Saya,None,Music Synthesis based on Impression and Emotion of Input Narratives,"['Saya Kanno', '\xc2\xa0Takayuki Itoh', '\xc2\xa0Hiroya Takamura']"
Shunji,None,MIXTRACT: AN ENVIRONMENT FOR DESIGNING MUSICAL PHRASE EXPRESSION ,"['Mitsuyo Hashida', ' Shunji Tanaka', ' Takashi Baba', ' Haruhiro Katayose']"
Syunpei,None,Four-part Harmonization Using Probabilistic Models: Comparison of Models With and Without Chord Nodes,"['Suzuki, Syunpei', '\xc2\xa0Tetsuro Kitahara']"
Tastuya,None,"REVEALING THE SECRET OF ""GROOVE"" SINGING: ANALYSIS OF J-POP MUSIC","['Arai, Masaru', '\xc2\xa0Matuba, Tastuya', '\xc2\xa0Mitsuyo Hashida', '\xc2\xa0Haruhiro Katayose']"
Teruaki,None,TOWARDS A PERSONALIZED TECHNICAL EAR TRAINING PROGRAM: AN INVESTIGATION OF THE EFFECT OF ADAPTIVE FEEDBACK,"['Teruaki Kaniwa', ' Sungyoung Kim', ' Hiroko Terasawa', ' Masahiro Ikeda', ' Takeshi Yamada', ' Shoji Makino']"
Tsung-Hua,None,PROTOTYPING WIRELESS INTEGRATED WEARABLE INTERACTIVE MUSIC SYSTEM,"['Tseng, Yu-Chung', '\xc2\xa0Li, Bo-Ting', '\xc2\xa0Wang, Tsung-Hua']"
Wei-Gang,None,A Research of Automatic Composition and Singing Voice Synthesis System for Taiwanese Popular Songs,"['Huang, Chih-Fang', ' Hong, Wei-Gang', ' Li, Min\xe2\x80\x93Hsuan']"
Yupeng,None,Creating Expressive Piano Performance Using a Low-dimensional Performance Model,"['Gu, Yupeng', '\xc2\xa0Christopher Raphael']"
