Name ,Correct Gender,Title,Names
Diemo,male,MUSICAL APPLICATIONS OF REAL-TIME CORPUS-BASED CONCATENATIVE SYNTHESIS,"['Schwarz, Diemo', ' Britton, Sam', ' Cahen, Roland', ' Goepfer, Thomas']"
Diemo,male,NAVIGATING VARIATION: COMPOSING FOR AUDIO MOSAICING,"['Schwarz, Diemo', ' Hackbarth, Benjamin']"
Diemo,male,New Developments in Data-Driven Concatenative Sound Synthesis,"['Schwarz, Diemo']"
Diemo,male,PANEL: THE NEED OF FORMATS FOR STREAMING AND STORING MUSIC-RELATED MOVEMENT AND GESTURE DATA,"['Jensenius, Alexander Refsum', ' Camurri, Antonio', ' Castagn\xc3\xa9, Nicolas', ' Maestre, Esteban', ' Malloch, Joseph', ' McGilvray, Douglas', ' Schwarz, Diemo', ' Wright, Matthew']"
Diemo,male,PRECISE PITCH CONTROL IN REAL TIME CORPUS-BASED CONCATENATIVE SYNTHESIS,"['Einbond, Aaron', ' Trapani, Christopher', ' Schwarz, Diemo']"
Diemo,male,Robust Polyphonic Midi Score Following with Hidden Markov Models,"['Schwarz, Diemo', ' Orio, Nicola', ' Schnell, Norbert']"
Diemo,male,Scalability in Content-Based Navigation of Sound Databases,"['Schwarz, Diemo', ' Schnell, Norbert', ' Gulluni, Sebastien']"
Diemo,male,Sound Level of Detail in Interactive Audiographic 3D Scenes,"['Schwarz, Diemo', ' Cahen, Roland', ' Brument, Fran\xc3\xa7ois', ' Ding, Hui', ' Jacquemin, Christian']"
Diemo,male,Spatializing Timbre With Corpus-Based Concatenative Synthesis,"['Einbond, Aaron', ' Schwarz, Diemo']"
Diemo,male,Spectral Envelope Estimation and Representation for Sound Analysis-Synthesis,"['Schwartz, Diemo', ' Rodet, Xavier']"
Diemo,male,THE 3D AUGMENTED MIRROR: MOTION ANALYSIS FOR STRING PRACTICE TRAINING,"['Ng, Kia', ' Larkin, Oliver', ' Koerselman, Thijs', ' Ong, Bee', ' Schwarz, Diemo', ' Bevilacqua, Frederic']"
Diemo,male,WHAT NEXT? CONTINUATION IN REAL-TIME CORPUS-BASED CONCATENATIVE SYNTHESIS,"['Schwarz, Diemo', ' Cadars, Sylvain', ' Schnell, Norbert']"
Dimitros,male,Physical Modeling Simulation of the ancient Greek Elgin Aulo,"['Tsahalinas, Unknown', ' Tzedaki, Katerina', ' Cook, Perry', ' Psaroudakes, Stelios', ' Kamarotos, Dimitros', ' Rikakis, Thanassis']"
Dionysios,male,NOTATION-BASED ANCIENT GREEK MUSIC SYNTHESIS WITH ?RION,"['Politis, Dionysios', ' Vandikas, Konstantinos', ' Margounakis, Dimitrios']"
Dionysios,male,VIDI - A Voice Instrument Digital Interface for Byzantine Music,"['Politis, Dionysios V.', ' Tsoukalas, Ioannis A.', ' Linardis, Panagiotis', ' Bakalakos, Alexandros']"
Dominique,male,Computer Music and the Pre(Anti(Post(Non(Modern)))),"['Richard, Dominique M.']"
Dominique,male,DEMONSTRATION OF FAUST SIGNAL PROCESSING LANGUAGE,"['Orlarey, Yann', ' Fober, Dominique', ' Letz, Stephane']"
Dominique,male,Elody: a Java+MidiShare based Music Composition Environment,"['Orlarey, Yann', ' Fober, Dominique', ' Letz, St\xc3\xa9phane']"
Dominique,male,Godel Tune: Formal Models in Music Recognition Systems,"['Richard, Dominique']"
Dominique,male,IMUTUS - AN EFFECTIVE PRACTICING ENVIRONMENT FOR MUSIC TUITION,"['Raptis, Spyros', ' Chalamandaris, Aimilios', ' Baxevanis, Alexandros', ' Askenfelt, Anders', ' Schoonderwaldt, Erwin', ' Falkenberg Hansen, Kjetil', ' Fober, Dominique', ' Letz, St\xc3\xa9phane', ' Orlarey, Yann']"
Dominique,male,IMUTUS SCORE PROCESSING COMPONENTS,"['Fober, Dominique', ' Letz, Stephane', ' Orlarey, Yann']"
Dominique,male,JACK AUDIO SERVER FOR MULTI-PROCESSOR MACHINES,"['Letz, Stephane', ' Fober, Dominique', ' Orlarey, Yann']"
Dominique,male,Lambda Calculus and Music Calculi,"['Orlarey, Yann', ' Fober, Dominique', ' Lezt, St\xc3\xa9phane', ' Bilton, Mark']"
Dominique,male,MidiShare Joins the Open Source Softwares,"['Fober, Dominique', ' Letz, St\xc3\xa9phane', ' Orlarey, Yann']"
Dominique,male,"Music as HandWerk, the middle way between Vorhandenheit and Zuhandenheit","['Richard, Dominique M.']"
Dominique,None,New Applications of the Sound Description Interchange Format,"['Wright, Matthew', ' Chaudhary, Amar', ' Freed, Adrian', ' Wessel, David', ' Rodet, Xavier', ' Virolle, Dominique', ' Woehrmann, Rolf', ' Serra, Xavier']"
Dominique,male,Real Time Functional Languages,"['Letz, St\xc3\xa9phane', ' Orlarey, Yann', ' Fober, Dominique']"
Dominique,male,Real-time composition in Elody,"['Letz, Stephane', ' Fober, Dominique', ' Orlarey, Yann']"
Dominique,male,Real-time MIDI data flow on Ethernet and the software architecture of MidiShare,"['Fober, Dominique']"
Dominique,male,Recent Developments of MidiShare,"['Fober, Dominique', ' Letz, St\xc3\xa9phane']"
Dominique,male,Representation of Musical Computer Processes,"['Fober, Dominique', ' Orlarey, Yann', ' Letz, St\xc3\xa9phane']"
Dominique,male,SCORES LEVEL COMPOSITION BASED ON THE GUIDO MUSIC NOTATION,"['Fober, Dominique', ' Orlarey, Yann', ' Letz, St\xc3\xa9phane']"
Dominique,male,The Beast's glove: The tactile and the digital in computer music,"['Richard, Dominique']"
Dominique,male,The Role of Lambda-Abstraction in Elody,"['Letz, St\xc3\xa9phane', ' Fober, Dominique', ' Orlarey, Yann']"
Dominique,male,Time Synchronization In Graphic Domain - A New Paradigm For Augmented Music Scores,"['Fober, Dominique']"
Dominique,male,Why Simulate When We Can Get The Real Thing?,"['Richard, Dominique M.']"
Dominique,None,Xspect: A New X/Motif Signal Visualization and Editing Program,"['Rodet, Xavier', ' Fran\xc3\xa7ois, Dominique', ' Levy, Guillaume']"
Donguk,None,Computer Noh System,"['Kusu, Koji', ' Ino, Masaoki', ' Shin, Donguk', ' Hashimoto, Shuji', ' Ohteru, Sadamu']"
Donncha,male,Common Practice Notation View: a Score Representation for the Construction of Algorithms,"['O Maidin, Donncha']"
Eli,male,A Flexible Real-Time Software Synthesis System,"['Dannenberg, Roger', ' Brandt, Eli']"
Eli,male,Composition Design System: A Functional Approach to Composition,"['Hamel, Keith', ' Pennycook, Bruce', ' Ripley, Bill', ' Blevis, Eli']"
Eli,male,Hard Sync Without Aliasing,"['Brandt, Eli']"
Eli,male,Implementing Temporal Type Constructors for Music Programming,"['Brandt, Eli']"
Eli,male,Low-latency Music Software Using Off-the-shelf Operating Systems,"['Brandt, Eli', ' Dannenberg, Roger B.']"
Eli,male,System-Level MIDI Performance Testing,"['Wright, James', ' Brandt, Eli']"
Eli,male,Temporal type constructors for computer music programming,"['Brandt, Eli']"
Eli,male,Time in Distributed Real-Time Systems,"['Brandt, Eli', ' Dannenberg, Roger B.']"
Emilios,male,An Idiom-independent Representation of Chords for Computational Music Analysis and Generation,"['Cambouropoulos, Emilios', ' Kaliakatsos-Papakostas, Maximos', ' Tsougras, Costas']"
Emilios,male,Probabilistic harmonization with fixed intermediate chord constraints,"['Kaliakatsos\xe2\x80\x93Papakostas, Maximos', ' Cambouropoulos, Emilios']"
Emilios,male,The Local Boundary Detection Model (LBDM) and its Application in the Study of Expressive Timing,"['Cambouropoulos, Emilios']"
Ercolino,male,Nuance Blending for the Synthesis of a Brass Choir,"['Ferretti, Ercolino']"
Ercolino,male,Nuances in the Synthesis of ‰ЫПLive Sounds‰Ыќ,"['Ferretti, Ercolino']"
Ercolino,male,Sound Synthesis by Rule,"['Ferretti, Ercolino']"
Ìäric,male,cage: a high-level library for real-time computer-aided composition,"['Agostini, Andrea', ' Daubresse, \xc3\x89ric', ' Ghisi, Daniele']"
Eunsu,female,APPLICATIONS OF ULTRASONIC SOUND BEAMS IN PERFORMANCE AND SOUND ART,"['Pampin, Juan', ' Kollin, Joel S.', ' Kang, Eunsu']"
Feng,None,ESATM: An Experimental System For Analyzing The Tonality of Melodies,"['Yin, Feng', ' Xiang, Xhang']"
Flo,male,Modelling the live-electronics in electroacoustic music using particle systems,"['Perrotta, Andr\xc3\xa9 V.', ' Menezes, Flo', ' Martins, Luis Gustavo']"
Flo,male,The Timelessness of Maximal Music,"['Menezes, Flo']"
Folkmar,male,Studio Report Elektronisches Studio TU Berlin,"['Hein, Folkmar', ' Feiten, Bernhard']"
Francho,male,Computer Game Piece: Exploring Video Games as Means for Controlled Improvisation,"['Jackowski, Dariusz', ' Melendez, Francho', ' Bauer, Andrzej', ' Hendrich, Pawe\xc5\x82', ' Duchnowski, Cezary']"
Fumitada,male,A Physical Model of the Sho and Its Application to Articulation Synthesis,"['Hikichi, Takafumi', ' Osaka, Naotoshi', ' Ikatura, Fumitada']"
Fumitada,male,Sho-So-In: New Synthesis Method for Addition of Articulations Based on a Sho-type Physical Model,"['Kikichi, Takafumi', ' Osaka, Naotoshi', ' Itakura, Fumitada']"
Fumitada,male,Spectral Modification and MIDI Control for Improved Quality of Violin Sound Synthesis,"['Zolfaghari, Parham', ' Banno, Hideki', ' Ban, Hiromitsu', ' Igarashi, Kei', ' Takeda, Kazuya', ' Itakura, Fumitada']"
Fumitake,None,"""SNAP"" - Sound Network Agent Project - Multi Agent System Using Csound in the Internet","['Ohnaka, Fumitake']"
Gascia,female,THE SPATIAL POLITICS OF RADIO: ANNA FRIZ‰ЫЄS CRITICAL UTOPIAS,"['Ouzounian, Gascia']"
Gavriil,male,Optimal Acoustic Reverberation Evaluation of Byzantine Chanting in Churches,"['Mourjopoulos, John', ' Papadakos, Charalambos', ' Kamaris, Gavriil', ' Chryssochoidis, Georgios', ' Kouroupetoglou, Georgios']"
Gaziano,male,Centro Di Sonologia Computazionale C. S. C. University of Padova,"['Debiasi, Giovanni B.', ' De Poli, Giovanni', ' Tisato, Gaziano', ' Vidolin, Alvise']"
Ge,male,A COMMENT ON MANY-CORE COMPUTING AND REAL-TIME AUDIO SOFTWARE SYSTEMS (2008),"['Wang, Ge']"
Ge,male,Audience-Participation Techniques Based on Social Mobile Computing,"['Oh, Jieun', ' Wang, Ge']"
Ge,male,"ChucK: A Concurrent, On-the-fly, Audio Programming Language","['Wang, Ge', ' Cook, Perry R.']"
Ge,male,"CHUGENS, CHUBGRAPHS, CHUGINS: 3 TIERS FOR EXTENDING CHUCK","['Salazar, Spencer', ' Wang, Ge']"
Ge,male,CO-AUDICLE: A COLLABORATIVE AUDIO PROGRAMMING SPACE,"['Wang, Ge', ' Misra, Ananya', ' Davidson, Philip', ' Cook, Perry R.']"
Ge,male,COMBINING ANALYSIS AND SYNTHESIS IN THE CHUCK PROGRAMMING LANGUAGE,"['Wang, Ge', ' Fiebrink, Rebecca', ' Cook, Perry R.']"
Ge,male,DESIGNING AND IMPLEMENTING THE CHUCK PROGRAMMING LANGUAGE,"['Wang, Ge', ' Cook, Perry R.', ' Misra, Ananya']"
Ge,male,DO MOBILE PHONES DREAM OF ELECTRIC ORCHESTRAS?,"['Wang, Ge', ' Essl, Georg', ' Penttinen, Henri']"
Ge,male,FOUNDATIONS FOR ON-THE-FLY LEARNING IN THE CHUCK PROGRAMMING LANGUAGE,"['Fiebrink, Rebecca', ' Wang, Ge', ' Cook, Perry R.']"
Ge,male,miniAudicle and ChucK Shell: New Interfaces for ChucK Development and Performance,"['Salazar, Spencer', ' Wang, Ge', ' Cook, Perry']"
Ge,male,miniAudicle for iPad: Touchscreen-based Music Software Programming,"['Salazar, Spencer', ' Wang, Ge']"
Ge,male,Musical Tapestry: Re-composing Natural Sounds,"['Misra, Ananya', ' Cook, Perry R.', ' Wang, Ge']"
Ge,male,"PLOrk: The Princeton Laptop Orchestra, Year 1","['Trueman, Daniel', ' Cook, Perry', ' Smallwood, Scott', ' Wang, Ge']"
Ge,male,Principles of Visual Design for Computer Music,"['Wang, Ge']"
Ge,male,Reinventing Audio and Music Computation for Many-Core Processors,"['Wessel, David', ' Dannenberg, Roger', ' Orlarey, Yann', ' Puckette, Miller', ' Van Roy, Peter', ' Wang, Ge']"
Ge,male,"Smule = Sonic Media: An Intersection of the Mobile, Musical, and Social","['Wang, Ge', ' Essl, Georg', ' Smith, Jeff', ' Salazar, Spencer', ' Cook, Perry R.', ' Hamilton, Robert', ' Fiebrink, Rebecca', ' Berger, Jonathan', ' Zhu, David', ' Ljungstrom, Mattias', ' Berry, Arnaud', ' Wu, Jennifer', ' Kirk, Turner', ' Berger, Elon', ' Segal, Jillian']"
Ge,male,SNDTOOLS: REAL-TIME AUDIO DSP AND 3D VISUALIZATION,"['Misra, Ananya', ' Wang, Ge', ' Cook, Perry R.']"
Ge,male,Stanford Laptop Orchestra (SLOrk),"['Wang, Ge', ' Bryan, Nicholas', ' Oh, Jieun', ' Hamilton, Robert']"
Ge,male,"The Audicle: A Context-Sensitive, On-the-fly Audio Programming Environ/mentality","['Wang, Ge', ' Cook, Perry R.']"
Ge,male,World Stage: A Crowd-sourcing Paradigm for Interactive Social / Mobile Music,"['Wang, Ge', ' Oh, Jieun', ' Salazar, Spencer', ' Hamilton, Robert']"
Geber,male,Automatic Discovery of Right Hand Fingering in Guitar Accompaniment,"['Trajano, Ernesto', ' Dahia, M\xc3\xa1rcio', ' Sanatana, Hugo', ' Ramalho, Geber']"
Genki,None,iSuperColliderKit: A Toolkit for iOS Using an Internal SuperCollider Server as a Sound Engine,"['Ito, Akinori', ' Watanabe, Kengo', ' Kuroda, Genki', ' Ito, Ken\xe2\x80\x99ichiro']"
GermÌÁn,male,Spatialization Symbolic Music Notation at ICST,"['Ellberger, Emile', ' Toro Perez, Germ\xc3\xa1n', ' Schuett, Johannes', ' Zoia, Giorgio', ' Cavaliero, Linda']"
Gerriet,male,Orchestrating wall reflections in space by icosahedral loudspeaker: findings from first artistic research exploration,"['Sharma, Gerriet K.', ' Zotter, Franz', ' Frank, Matthias']"
Giora,None,Losses in Tubular Acoustic Systems - Theory and Experiment in the Sampled Time and Frequency Domains,"['Amir, Noam', ' Rosenhouse, Giora', ' Shimony, Uri', ' Shelef, Itai']"
Godfried,male,AN EXPERIMENTAL COMPARISON OF FORMAL MEASURES OF RHYTHMIC SYNCOPATION,"['G\xc3\xb3mez, Franciso', ' Thul, Eric', ' Toussaint, Godfried']"
Goffredo,male,A Portable ‰ЫПWalsh‰Ыќ Synthesizer,"['Haus, Goffredo', ' Malcangi, Mario']"
Goffredo,male,Computer Music at the Institute of Cybernetics of the University of Milan,"['Haus, Goffredo']"
Goffredo,male,Music and Causality,"['Antoni, Giovanni Degli', ' Haus, Goffredo']"
Goffredo,male,Musical Sound Synthesis by Means of Two-Variable Functions: Experimental Criteria and Results,"['Borgonovo, Aldo', ' Haus, Goffredo']"
Goffredo,male,PETRI NETS APPLICABILITY TO MUSIC ANALYSIS AND COMPOSITION,"['Barat\xc3\xa8, Adriano', ' Haus, Goffredo', ' Ludovico, Luca A.']"
Goffredo,male,Real-time Music Composition through P-timed Petri Nets,"['Barat\xc3\xa8, Adriano', ' Haus, Goffredo', ' Ludovico, Luca A.']"
Goffredo,male,Visualization and manipulation of stereophonic audio signals by means of IID and IPD,"['Presti, Giorgio', ' Haus, Goffredo', ' Mauro, Davide A.']"
Gopala,male,Corpora for Music Information Research in Indian Art Music,"['Srinivasamurthy, Ajay', ' Krishna Koduri, Gopala', ' Gulati, Sankalp', ' Ishwar, Vignesh', ' Serra, Xavier']"
Graiano,male,TELETAU: A Computer Music Permanent Service,"['Nencini, Unknown', ' Grossi, Pietro', ' Bertini, Graiano', ' Camilleri, Unknown', ' Tarabella, Leonello']"
Gustava,male,An Overview of the Structured Sound Synthesis Project,"['Buxton, William', ' Fedorkow, Guy', ' Baecker, Ronald', ' Reeves, William', ' Smith, Kenneth C.', ' Ciamaga, Gustava', ' Mezei, Leslie ']"
Haizhou,male,ON TIMBRE BASED PERCEPTUAL FEATURE FOR SINGER IDENTIFICATION,"['Khine, Swe Zin Kalayar', ' Nwe, Tin Lay', ' Li, Haizhou']"
Hamzeen,male,Implementation and Evaluation of Real-Time Interactive User Interface Design in Self-learning Singing Pitch Training Apps,"['Lin, Kin Wah Edward', ' Anderson, Hans', ' Hamzeen, Hamzeen', ' Lui, Simon']"
Hani,male,Timbre Representation of a Single Musical Instrument,"['de Paula, Hugo B.', ' Loureiro, Mauricio A.', ' Yehia, Hani C.']"
Haniph,male,A Real-Time Implementation of MPEG Audio Layer I Decoding on a Fixed-Point DSP Platform,"['Hyun, Kwang Rip', ' Banerjea, Raja', ' Kim, Munchurl', ' Latchman, Haniph', ' Sudharsanan, Subramania I.']"
Harro,male,FUZZY RULES IN COMPUTER-ASSISTED MUSIC INTERPRETATION,"['Kiseliova, Tatiana', ' Kiendl, Harro', ' Rambinintsoa, Yves']"
Haruhio,male,The Kansei Music System ‰ЫЄ90,"['Katayose, Haruhio', ' Inokuchi, Seiji']"
Haruhro,male,Virtual Performer,"['Katayose, Haruhro', ' Kanamori, Tsutomu', ' Kamei, Katsuyuki', ' Nagashima, Yoichi', ' Sato, Kosuke', ' Inokuchi, Seiji', ' Simura, Satosi']"
Hee,None,THE STRINGBALL: A BALL INTERFACE WITH STRINGS FOR COLLABORATIVE PERFORMANCE,"['Yoo, Woon Seung', ' Yoon, Ji Won', ' Cho, Hee Young']"
Heidi-Maria,female,MULTI-RIPPLE LOSS FILTER FOR WAVEGUIDE PIANO SYNTHESIS,"['Rauhala, Jukka', ' V\xc3\xb4lim\xc3\xb4ki, Vesa', ' Lehtonen, Heidi-Maria']"
Heinz-Dieter,None,Beyond MIDI: Knowledge-based Support for Computer-Aided Composition,"['Bocker, Heinz-Dieter', ' Mahling, Andreas', ' Wehinger, Rainer']"
Heinz-Dieter,None,What's in a Note?,"['B\xc3\xb6cker, Heinz-Dieter', ' Mahling, Andreas']"
HÌ©lianthe,female,Modulus p Rhythmic Tiling Canons and some implementations in Open Music visual programming language,"['Caure, H\xc3\xa9lianthe', ' Agon, Carlos', ' Andreatta, Moreno']"
Henbing,female,SCORE-BASED CONTROL OF GUQIN SYNTHESIS,"['Laurson, Mikael', ' Kuuskankare, Mika', ' Penttinen, Henri', ' Li, Henbing']"
Henkjan,male,A Connectionist Quantizer,"['Desain, Peter', ' Honing, Henkjan', ' de Rijk, Klaus']"
Henkjan,male,"Advanced issues in beat induction modeling: syncopation, tempo and timing","['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,Evaluating and Extending Computational Models of Rhythmic Syncopation in Music,"['Smith, Leigh M.', ' Honing, Henkjan']"
Henkjan,male,"Expresso, a Strong and Small Editor for Expression","['Honing, Henkjan']"
Henkjan,male,Foot-tapping: a brief intoduction to beat induction,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,Generalized Time Functions,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,LOCO: Composition Microworlds in LOGO,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,On Continuous Musical Control of Discrete Musical Objects,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,On tempo tracking: Tempogram Representation and Kalman filtering,"['Cemgil, Ali Taylan', ' Kappen, Bert', ' Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,Physical Motion as a Metaphor for Timing in Music: The Final Ritard,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,"POCO: An Environment for Analysing, Modifying and Generating Expression in Music","['Honing, Henkjan']"
Henkjan,male,Refined Knowledge-Based ®Х0 Tracking: Comparing Three Frequency Extraction Methods,"['Rossignol, St\xc3\xa9phane', ' Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,Robust Score-Performance Matching: Taking Advantage of Structural Information,"['Desain, Peter', ' Honing, Henkjan', ' Heijink, Hank']"
Henkjan,male,Rulebased models of initial beat induction and an analysis of their behavior,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,Spectral analysis of timing profiles of piano performances,"['Trilsbeek, Paul', ' Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,Tempo Curves Considered Harmful,"['Desain, Peter', ' Honing, Henkjan']"
Henkjan,male,TIMING IS TEMPO-SPECIFIC,"['Honing, Henkjan']"
Henkjan,male,Towards Algorithmic Descriptions of Continuous Modulations of Musical Parameters,"['Desain, Peter', ' Honing, Henkjan']"
Hidefumi,male,Creating a Place as a Medium for Musical Communication Using Multiple Electroencephalography,"['Hamano, Takayuki', ' Ohmura, Hidefumi', ' Nakagawa, Ryu', ' Terasawa, Hiroko', ' Hoshi-Shiba, Reiko', ' Okanoya, Kazuo', ' Furukawa, Kiyoshi']"
Hidehiko,None,A Sound Source Separation System with the Ability of Automatic Tone Modeling,"['Kashino, Kunio', ' Tanaka, Hidehiko']"
Hidekatsu,male,A PIANO LEARNING SUPPORT SYSTEM CONSIDERING MOTIVATION,"['Fukuya, Yuto', ' Takegawa, Yoshinari', ' Yanagi, Hidekatsu']"
Hideyuki,male,Acceleration Sensor as an Input Device for Musical Environment,"['Sawada, Hideyuki', ' Onoe, Naoyuki', ' Hashimoto, Shuji']"
Hideyuki,male,Adaptive Control of a Vocal Cord and Vocal Tract for Computerized Mechanical Singing Instruments,"['Sawada, Hideyuki', ' Hashimoto, Shuji']"
Hideyuki,None,Computer Music System Which Follows a Human Conductor,"['Morita, Hideyuki', ' Hashimoto, Shuji', ' Ohteru, Sadamu']"
Hideyuki,male,Gesture Analysis Using 3D Acceleration Sensor for Music Control,"['Sawada, Hideyuki', ' Ohkura, Shin\xe2\x80\x99Ya', ' Hashimoto, Shuji']"
Hideyuki,None,Knowledge Information Processing in Conducting Computer Music Performer,"['Morita, Hideyuki', ' Watanabe, Hiroshi', ' Harada, Tsutomu', ' Ohteru, Sadamu', ' Hashimoto, Shuji']"
Hideyuki,male,Music Creation from Moving Image and Environmental Sound,"['Takahashi, Shogo', ' Suzuki, Kenji', ' Sawada, Hideyuki', ' Hashimoto, Shuji']"
Hideyuki,male,Sounds in Hands: A Sound Modifier Using Datagloves and Twiddle Interface,"['Sawada, Hideyuki', ' Onoe, Naoyuki', ' Hashimoto, Shuji']"
Hiorshi,male,Note Recognition of Polyphonic Music by Using Timbre Similarity and Direction Proximity,"['Sakuraba, Yohei', ' Okuno, Hiorshi G.']"
Hirohiko,None,Automatic Generation of Expressive Performance by using Music Structures,"['Noike, Kenzi', ' Takiguchi, Nobuo', ' Nose, Takashi', ' Kotani, Yoshiyuki', ' Nisimura, Hirohiko']"
Hirokazu,male,An Approach to an Artificial Music Expert,"['Katayose, Haruhiro', ' Kato, Hirokazu', ' Imai, Unknown', ' Inokuchi, Seiji']"
Hirokazu,male,Physiological Measurement of Performers' Tension and its Utilization for Media Control,"['Katayose, Haruhiro', ' Hirai, Shigeyuki', ' Kanamori, Tsutomu', ' Kato, Hirokazu', ' Inokuchi, Seiji']"
Hiromitsu,None,Spectral Modification and MIDI Control for Improved Quality of Violin Sound Synthesis,"['Zolfaghari, Parham', ' Banno, Hideki', ' Ban, Hiromitsu', ' Igarashi, Kei', ' Takeda, Kazuya', ' Itakura, Fumitada']"
Hiroshisa,None,The Development of an Automatic Bagpipe Playing Device,"['Ohta, Hiroshisa', ' Akita, Hiroshi', ' Ohtami, Motomu', ' Ishikado, Satoshi', ' Yamane, Masami']"
Hisaki,None,Machine Listening for Autonomous Musical Performance Systems,"['Suzuki, Kenji', ' Taki, Yoichiro', ' Konogaya, Hisaki', ' Hartono, Pitoyo', ' Hashimoto, Shuji']"
Hong,None,Musical Genre Classification by Instrumental Features,"['Zhu, Jiajun', ' Xue, Xiangyang', ' Lu, Hong']"
Hozumi,None,A Computer Accompaniment System with Independence,"['Horiuchi, Yasuo', ' Tanaka, Hozumi']"
Hsin-Ming,male,An Algorithmic Composition Method Of Monophonic Pitches Based On The Frequency Relationship Of Melody Motion,"['Lin, Hsin-Ming', ' Huang, Chih-Fang']"
Hsin-Yu,None,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Hua,None,Analysis and Critical-Band-Based Group Wavetable Synthesis of Piano Tones,"['Zheng, Hua', ' Beauchamp, James W.']"
Hui,female,Sound Level of Detail in Interactive Audiographic 3D Scenes,"['Schwarz, Diemo', ' Cahen, Roland', ' Brument, Fran\xc3\xa7ois', ' Ding, Hui', ' Jacquemin, Christian']"
Hui-Ling,female,Glottal source modeling for singing voice synthesis,"['Lu, Hui-Ling', ' Smith, Julius O.']"
Iead,male,DRUM'N'BAYES: ON-LINE VARIATIONAL INFERENCE FOR BEAT TRACKING AND RHYTHM RECOGNITION,"['Fox, Charles', ' Rezek, Iead', ' Roberts, Stephen']"
Ilge,female,Machine Improvisation with Formal Specifications,"['Donz\xc3\xa9, Alexandre', ' Valle, Rafael', ' Akkaya, Ilge', ' Libkind, Sophie', ' Seshia, Sanjit A.', ' Wessel, David']"
In-Kwon,male,Automatic Musical Fountain Scenario Generation Using Musical Information Analysis,"['Yoo, Min-Joon', ' Lee, In-Kwon']"
In-Kwon,male,Musical Tension Curves and its Applications,"['Yoo, Min-Joon', ' Lee, In-Kwon']"
In-Kwon,male,PATTERN-SPECIFIC PIANO EXERCISE RETRIEVAL,"['Yoo, Min-Joon', ' Lee, In-Kwon']"
Irmfried,male,Score Input to CSound via the Midi Keyboard,"['Strasburger, Hans', ' Kohler, Stefan', ' Radauer, Irmfried']"
Irmfried,male,The Computer Music Studio at Salzburg,"['Strasburger, Hans', ' Radauer, Irmfried']"
Jae,male,MUSICAL APPLICATIONS OF NESTED COMB FILTERS FOR INHARMONIC RESONATOR EFFECTS,"['Ahn, Jae hyun', ' Dudas, Richard']"
Jae,male,Physical Modeling Synthesis of the Stone Chime Instrument ‰ЫПPyeongyeong‰Ыќ,"['Ahn, Jae hyun', ' Dudas, Richard']"
Jaeseong,male,Citygram One: One Year Later ‰Ы_,"['Park, Tae Hong', ' Musick, Michael', ' Turner, John', ' Mydlarz, Charlie', ' Lee, Jun Hee', ' You, Jaeseong', ' DuBois, Luke']"
Jaeseong,male,Developing a Socio-Historical Model for Electro-Acoustic Music Analysis: The Challenge from an Adornian Perspective,"['You, Jaeseong', ' Telichan, Andrew', ' Hong Park, Tae']"
Jaeseong,male,Towards Soundscape Information Retrieval (SIR),"['Park, Tae Hong', ' Lee, Jun Hee', ' You, Jaeseong', ' Yoo, Min-Joon', ' Turner, John']"
Jaesong,male,Studio Report 2015: New York University (NYU) Music Technology Program,"['You, Jaesong', ' Telichan, Andrew', ' Musick, Michael', ' Hong Park, Tae']"
Jaime,male,Cellular automata dynamic control for sound design with histogram mapping synthesis and the multitype voter model,"['Serquera, Jaime', ' Miranda, Eduardo R.']"
Jaime,male,INTEGRATED RECOGNITION SYSTEM FOR MUSIC SCORES,"['Capela, Artur', ' Cardoso, Jaime S.', ' Rebelo, Ana', ' Guedes, Carlos']"
Jaime,male,SPECTRAL SYNTHESIS AND CONTROL WITH CELLULAR AUTOMATA,"['Serquera, Jaime', ' Miranda, Eduardo R.']"
Jaime,male,THE SILENT DRUM CONTROLLER: A NEW PERCUSSIVE GESTURAL INTERFACE,"['Oliver, Jaime', ' Jenkins, Mathew']"
Jamie,male,An Object Oriented Model for the Representation of Temporal Data in the Integra Framework,"['Bullock, Jamie', ' Frisk, Henrik']"
Jamie,male,How To Articulate A Regional Space For Research And Creation In Latin America,"['Oliver, Jamie E.']"
Jamie,male,LIBINTEGRA: A SYSTEM FOR SOFTWARE-INDEPENDENT MULTIMEDIA MODULE DESCRIPTION AND STORAGE,"['Bullock, Jamie', ' Frisk, Henrik']"
Jamie,male,LIBXTRACT: A LIGHTWEIGHT LIBRARY FOR AUDIO FEATURE EXTRACTION,"['Bullock, Jamie']"
